,Gene ID
313,ENTPD1
314,ENTPD6
315,CD40
316,CD44
317,CD47
318,CD48
319,CD53
320,CD58
321,CD59
322,CD63
323,CD69
324,CD70
325,CD74
326,CD79A
327,CD79B
328,CD81
329,ADGRE5
330,CD151
331,CDK1
332,CDK11B
333,LRBA
334,CDC5L
335,SEPTIN7
336,CDC6
337,CDC20
338,CDC25A
339,CDC25B
340,CDC25C
341,CDC27
342,CDC34
343,CDC42
344,CDK2
345,CDK4
346,CDK5
347,CDK6
348,CDK7
349,CDK8
350,CDK9
351,CDKN1A
352,CDKN1B
353,CDKN2A
354,CDKN2C
355,CDKN3
356,CDR2
357,CD52
358,CEBPG
359,CENPA
360,CENPB
361,CENPC
362,CENPE
363,CENPF
364,CETN2
365,CETN3
366,CFL1
367,CTSC
368,RCBTB2
369,RCC1
370,CHD1
371,CHD2
372,CHD3
373,CHD4
374,CHEK1
375,FOXN3
376,CHI3L2
377,CHKA
378,CHKB
379,CHM
380,CHML
381,CHUK
382,CIRBP
383,TBCB
384,ERCC8
385,CKS1B
386,CKS2
387,AP2M1
388,AP1S1
389,AP2S1
390,AP3S1
391,CLCN3
392,CLCN7
393,CLIC1
394,CLIC2
395,CLK1
396,CLK2
397,CLK3
398,TPP1
399,CLN3
400,CLN5
401,CLNS1A
402,CLPTM1
403,CLTA
404,CLTB
405,CLTC
406,CCR6
407,CCR7
408,PLK3
409,CNN2
410,CNN3
411,CNP
412,CNR1
413,CNR2
414,COL9A2
415,COL19A1
416,COMT
417,COPA
418,COPB1
419,KLF6
420,SLC31A1
421,MAP3K8
422,COX4I1
423,COX5B
424,COX6A1
425,COX6B1
426,COX6C
427,COX7A2
428,COX7B
429,COX7C
430,COX8A
431,COX10
432,COX11
433,COX15
434,CPD
435,CPOX
436,CPT1B
437,CPT2
438,CR2
439,CREB1
440,ATF2
441,CREBBP
442,ATF6B
443,CREBL2
444,CREM
445,CRIP1
446,CRK
447,CRKL
448,CRY1
449,CRY2
450,CRYBB2P1
451,CRYZ
452,CS
453,MAPK14
454,CSE1L
455,CSF1
456,CSF2RB
457,CSK
458,CSNK1A1
459,CSNK1D
460,CSNK1E
461,CSNK1G2
462,CSNK1G3
463,CSNK2A1
464,CSNK2A2
465,CSNK2B
466,CSRP1
467,SLC25A10
468,CST3
469,CSTB
470,CSTF1
471,CSTF2
472,CSTF3
473,CTBP1
474,CTH
475,CTNNA1
476,CTNS
477,CTNNB1
478,CTNND1
479,CTPS1
480,CTSB
481,CTSD
482,CTSH
483,CTSO
484,CTSS
485,CTSZ
486,CUX1
487,CYB5A
488,CYBA
489,CYBB
490,CYC1
491,CYLD
492,CYP1B1
493,CYP51A1
494,DAD1
495,CD55
496,DAG1
497,DGKA
498,DGKQ
499,DAP
500,DAPK1
501,DAPK3
502,DARS1
503,DAXX
504,DBI
505,DBN1
506,DBT
507,ECI1
508,DCK
509,DCTD
510,DCTN1
511,DDB1
512,DDB2
513,GADD45A
514,DDIT3
515,DDOST
516,DDT
517,DDX1
518,DDX3X
519,DDX5
520,DDX6
521,DMXL1
522,DHX8
523,DHX9
524,DDX10
525,DDX11
526,DHX15
527,DECR1
528,DFFA
529,TIMM8A
530,GSDME
531,COCH
532,DGUOK
533,DHCR7
534,DHCR24
535,DHFR
536,DHODH
537,DHPS
538,CYB5R3
539,NQO1
540,DIAPH1
541,DIAPH2
542,SEPTIN1
543,DKC1
544,DLAT
545,DLD
546,DLG1
547,DLST
548,DMD
549,DMPK
550,DMWD
551,DNA2
552,DNASE1L1
553,DNASE1L3
554,DNASE2
555,DYNC1H1
556,DYNC1I2
557,DYNC1LI2
558,DNM2
559,DNMT1
560,DNMT3A
561,DOCK2
562,DOK1
563,DXO
564,DPAGT1
565,DPH1
566,DPH2
567,DPYD
568,DPYSL2
569,DR1
570,DRG2
571,ARID3A
572,RCAN1
573,DSG2
574,TSC22D3
575,DTYMK
576,DUSP2
577,DUSP4
578,DUSP5
579,DUSP7
580,DUT
581,DVL1
582,DVL2
583,DVL3
584,DYRK1A
585,TOR1A
586,E2F1
587,E2F2
588,E2F3
589,E2F4
590,E2F5
591,E2F6
592,E4F1
593,EBF1
594,GPR183
595,ECE1
596,TYMP
597,ECH1
598,ECHS1
599,ECT2
600,S1PR1
601,EDN1
602,PHC2
603,EEF1A1
604,EEF1B2
605,EEF1D
606,EEF1G
607,EEF2
608,EIF2D
609,MEGF8
610,EGR2
611,EIF1AX
612,EIF2S1
613,EIF2B1
614,EIF2S3
615,EIF4A1
616,EIF4A2
617,EIF4B
618,EIF4E
619,EIF4EBP1
620,EIF4EBP2
621,EIF4G1
622,EIF4G2
623,EIF5
624,EIF5A
625,SERPINB1
626,ELAVL1
627,ELF1
628,ELF2
629,ELF4
630,ELK1
631,ELK4
632,EMD
633,MARK2
634,EMP3
635,CTTN
636,ENDOG
637,ENO1
638,ENO2
639,ENO3
640,ENSA
641,SLC29A1
642,EP300
643,EPB41
644,EPB41L2
645,STOM
646,STX2
647,EPRS1
648,EPS8
649,EPS15
650,NR2F6
651,ERCC1
652,ERCC2
653,ERCC3
654,ERCC4
655,ERCC5
656,ERCC6
657,ERF
658,ERH
659,ERV3-1
660,FBL
661,ESD
662,ESRRA
663,ETF1
664,ETFA
665,ETFB
666,ETFDH
667,ETS1
668,ETV3
669,ETV5
670,ETV6
671,EVC
672,EVI2A
673,EVI2B
674,EWSR1
675,EXT1
676,EXT2
677,EXTL2
678,EXTL3
679,EYA3
680,EZH1
681,EZH2
682,F13A1
683,FABP5
684,FANCA
685,FANCC
686,FANCD2
687,FANCE
688,ACSL1
689,ACSL3
690,ACSL4
691,FAH
692,PTK2B
693,BPTF
694,FANCB
695,FANCF
696,FANCG
697,FARSA
698,FASN
699,FAU
700,FBN1
701,FCER2
702,FCGR2B
703,FKTN
704,FDFT1
705,FDPS
706,FDX1
707,FDXR
708,FECH
709,FEN1
710,FER
711,FES
712,FGR
713,FH
714,FHL3
715,FKBP1A
716,FKBP2
717,FKBP3
718,FKBP4
719,FKBP5
720,FOXM1
721,FOXO1
722,FLI1
723,FLII
724,FLNA
725,FLNB
726,FLOT2
727,FLT3LG
728,FMR1
729,FNTA
730,FNTB
731,FPGS
732,MTOR
733,FRG1
734,CENPI
735,FTH1
736,FTL
737,FUCA1
738,FUCA2
739,FUS
740,FUT8
741,KDSR
742,FYN
743,IFI6
744,G6PD
745,SLC37A4
746,XRCC6
747,GAA
748,GABPA
749,GABPB1
750,GAK
751,GALE
752,GALK1
753,GALK2
754,GALNT1
755,GALNT2
756,GALT
757,GAMT
758,GANC
759,GAPDH
760,GARS1
761,GART
762,GAS2
763,GATM
764,GBA
765,GBAP1
766,NIPSNAP2
767,GBE1
768,GBP1
769,GBP2
770,GBP3
771,GCDH
772,GCH1
773,GCHFR
774,BLOC1S1
775,KAT2A
776,GCNT2
777,GCSH
778,GDI1
779,GDI2
780,GFER
781,GFI1
782,GFPT1
783,GGCX
784,GGT1
785,B4GALT1
786,GK
787,GLA
788,GLB1
789,GCLC
790,GCLM
791,GLDC
792,GLE1
793,GLG1
794,GLO1
795,GLS
796,GLRX
797,GLUD1
798,GLUL
799,GM2A
800,GMDS
801,GMFB
802,GNA11
803,GNA12
804,GNA15
805,GNAI2
806,GNAI3
807,GNAS
808,GNB1
809,GNB2
810,GNG5
811,GNG7
812,GNG10
813,GNGT2
814,GNL1
815,GNS
816,GOLGA1
817,GOLGA2
818,GOLGA3
819,GOLGA4
820,GOLGB1
821,GOT1
822,GOT2
823,GPD2
824,GPI
825,CCR10
826,CXCR3
827,GPR15
828,GRK5
829,GRK6
830,MKNK2
831,GPS1
832,GPS2
833,GPX1
834,GPX4
835,GPX7
836,GRB2
837,RAPGEF1
838,GRN
839,GRINA
840,NR3C1
841,ARHGAP35
842,PDIA3
843,GRSF1
844,GSK3A
845,GSK3B
846,GSN
847,GSPT1
848,GSR
849,GSS
850,GSTM1
851,GSTM2
852,GSTM4
853,GSTP1
854,GSTZ1
855,MSH6
856,GTF2A1
857,GTF2A2
858,GTF2B
859,GTF2E1
860,GTF2E2
861,GTF2F1
862,GTF2F2
863,GTF2H1
864,GTF2H2
865,GTF2H3
866,GTF2H4
867,GTF2I
868,GTF2IP1
869,GTF3A
870,BRF1
871,GTF3C1
872,GTF3C2
873,GUCY1A1
874,GUCY1B1
875,GUK1
876,GUSB
877,GYG1
878,GYPC
879,GYS1
880,H1-2
881,H1-3
882,H1-4
883,H1-5
884,H2AC8
885,H2AC7
886,H2AX
887,H2AZ1
888,H2BC5
889,H2BC3
890,H3-3A
891,H3-3B
892,HSD17B10
893,HAGH
894,HADHA
895,HADHB
896,HADH
897,HARS1
898,HCCS
899,HCFC1
900,HCK
901,HCLS1
902,HTT
903,HDAC1
904,HDAC2
905,HDGF
906,HDLBP
907,HELLS
908,NCKAP1L
909,HEXA
910,HEXB
911,HIC1
912,HIF1A
913,UBE2K
914,HINT1
915,HIVEP1
916,HIVEP2
917,HK1
918,HK2
919,ZBTB48
920,HLA-A
921,HLA-B
922,HLA-C
923,HLA-DMA
924,HLA-DMB
925,HLA-DOA
926,HLA-DOB
927,HLA-DPA1
928,HLA-DPB1
929,HLA-DQA1
930,HLA-DQA2
931,HLA-DQB1
932,HLA-DQB2
933,HLA-DRA
934,HLA-DRB1
935,HLA-DRB5
936,HLA-DRB6
937,HLA-E
938,HLA-F
939,HLA-H
940,MR1
941,HMBS
942,HMGB1
943,HMGB2
944,HMGB3
945,HMGN1
946,HMGN2
947,HMGCL
948,HMGCR
949,HMGCS1
950,HMGA1
951,HMMR
952,HMOX1
953,HMOX2
954,HMX2
955,HNRNPA1
956,HNRNPA2B1
957,HNRNPAB
958,HNRNPC
959,HNRNPD
960,HNRNPF
961,HNRNPH1
962,HNRNPH2
963,HNRNPH3
964,HNRNPK
965,HNRNPL
966,HNRNPU
967,HOXB4
968,HPCAL1
969,HPRT1
970,HPS1
971,HRAS
972,AGFG1
973,AGFG2
974,PRMT2
975,PRMT1
976,HES1
977,HSBP1
978,HSD17B4
979,HSF1
980,HSF2
981,DNAJB2
982,DNAJA1
983,HSPA1A
984,HSPA1B
985,HSPA4
986,HSPA5
987,HSPA8
988,HSPA9
989,HSPB1
990,HSP90AA1
991,HSP90AB1
992,HSP90AB3P
993,HSPD1
994,HSPE1
995,DNAJB1
996,DNAJC4
997,NDST1
998,FOXN2
999,HUS1
1000,IARS1
1001,ICAM1
1002,ICAM2
1003,ICAM3
1004,IRF8
1005,MRPL58
1006,ID2
1007,ID3
1008,IDE
1009,IDH1
1010,IDH2
1011,IDH3A
1012,IDH3B
1013,IDH3G
1014,IDI1
1015,IDS
1016,IFI16
1017,IFI27
1018,IFI35
1019,SP110
1020,IFIT2
1021,IFIT1
1022,IFIT3
1023,IFNAR1
1024,IFNAR2
1025,IFNGR1
1026,IFNGR2
1027,IFRD1
1028,IGBP1
1029,IGF2R
1030,IGHA1
1031,IGHA2
1032,IGHD
1033,IGHE
1034,IGHG1
1035,IGHG2
1036,IGHG3
1037,IGHG4
1038,IGHGP
1039,IGHM
1040,IGHMBP2
1041,JCHAIN
1042,IGKC
1043,RBPJ
1044,IGLC1
1045,IGLC2
1046,IGLC3
1047,IGLC6
1048,IK
1049,IKBKB
1050,IL2RB
1051,IL2RG
1052,IL3RA
1053,IL4R
1054,IL6R
1055,IL6ST
1056,IL10
1057,IL10RA
1058,IL10RB
1059,IL12RB1
1060,IL15
1061,IL15RA
1062,IL16
1063,FOXK2
1064,ILF2
1065,ILF3
1066,ILK
1067,IMPA1
1068,IMPA2
1069,IMPDH1
1070,IMPDH2
1071,INCENP
1072,ING1
1073,CXCL10
1074,INPP1
1075,INPP4A
1076,INPP5A
1077,INPP5B
1078,INPP5D
1079,INPPL1
1080,INSIG1
1081,INSR
1082,EIF3E
1083,IPP
1084,IRAK1
1085,IREB2
1086,IRF1
1087,IRF2
1088,IRF3
1089,IRF4
1090,IRF5
1091,IRF7
1092,ISG20
1093,ITGA4
1094,ITGAL
1095,ITGAV
1096,ITGB1
1097,ITGB2
1098,ITGB3
1099,EIF6
1100,ITGB7
1101,ITGB8
1102,STT3A
1103,ITPA
1104,ITPK1
1105,ITPKB
1106,ITPR1
1107,ITPR2
1108,ITPR3
1109,IVD
1110,JAK1
1111,JAK2
1112,JAK3
1113,JARID2
1114,JUN
1115,JUNB
1116,JUND
1117,JUP
1118,CD82
1119,KARS1
1120,KCNA3
1121,KCND2
1122,KCNK1
1123,KCNN3
1124,KCNN4
1125,KIF2A
1126,KIF5B
1127,KLC1
1128,KIF11
1129,KIFC1
1130,KIF22
1131,KPNA1
1132,KPNB1
1133,KPNA2
1134,KPNA3
1135,KPNA4
1136,TNPO1
1137,IPO5
1138,KRAS
1139,KTN1
1140,LAMC1
1141,LAMP1
1142,LAMP2
1143,RPSA
1144,STMN1
1145,LASP1
1146,LBR
1147,LCK
1148,LCP1
1149,LCP2
1150,LDHA
1151,LDHB
1152,LDLR
1153,LETM1
1154,LGALS1
1155,LGALS3
1156,LGALS3BP
1157,LGALS8
1158,LGALS9
1159,LIG1
1160,LIG3
1161,LIG4
1162,ABLIM1
1163,LIMK1
1164,LIMK2
1165,LIMS1
1166,LIPA
1167,FADS1
1168,LMAN1
1169,LMNA
1170,LMNB1
1171,LMO2
1172,PRICKLE3
1173,LMO7
1174,LNPEP
1175,LRMP
1176,LRCH4
1177,LRP5
1178,LRPAP1
1179,LSP1
1180,LSS
1181,LTA4H
1182,LTA
1183,LTB
1184,LY6E
1185,LY9
1186,CD180
1187,LY75
1188,LYL1
1189,LYN
1190,M6PR
1191,CAPRIN1
1192,NBR1
1193,MARCKS
1194,MAD2L1
1195,SMAD1
1196,SMAD2
1197,SMAD3
1198,SMAD4
1199,SMAD5
1200,SMAD7
1201,MAFG
1202,MAGOH
1203,MAL
1204,MAN1A1
1205,MAN2A2
1206,MAN2C1
1207,MAN2A1
1208,MAN2B1
1209,MANBA
1210,MAP4
1211,MARK3
1212,MARS1
1213,MAT2A
1214,MAX
1215,MAZ
1216,MBD1
1217,MBNL1
1218,MBP
1219,MCL1
1220,MCM2
1221,MCM3
1222,MCM4
1223,MCM5
1224,MCM6
1225,MCM7
1226,CD46
1227,DNAJB9
1228,MDH1
1229,MDH2
1230,MDM2
1231,MDM4
1232,ME2
1233,MEA1
1234,MECP2
1235,MEF2A
1236,BORCS8-MEF2B
1237,MEF2C
1238,MEF2D
1239,MAP3K1
1240,MAP3K3
1241,MAP3K4
1242,MAP3K5
1243,RAB8A
1244,MEN1
1245,MEST
1246,METTL1
1247,MFAP1
1248,MFAP3
1249,MELTF
1250,MFNG
1251,MGAT1
1252,MGAT2
1253,MGAT3
1254,MGAT5
1255,MIA2
1256,MGMT
1257,MGST1
1258,MGST2
1259,MGST3
1260,CIITA
1261,CD99
1262,MICB
1263,MIF
1264,MIPEP
1265,ATXN3
1266,MKI67
1267,MKLN1
1268,MLH1
1269,MAP3K11
1270,KMT2A
1271,MLLT1
1272,AFF1
1273,MLLT3
1274,AFDN
1275,MLLT6
1276,MMP7
1277,ALDH6A1
1278,MNAT1
1279,MNDA
1280,MOCS2
1281,MOV10
1282,CD200
1283,MPG
1284,MPI
1285,MPP1
1286,MPST
1287,MPV17
1288,MRE11
1289,ABCC1
1290,MSH2
1291,MSH3
1292,MSH5
1293,MSN
1294,MSRA
1295,MT1E
1296,MT1X
1297,MT2A
1298,MTAP
1299,ATP6
1300,ATP8
1301,TRNC
1302,COX1
1303,COX2
1304,COX3
1305,CYTB
1306,MTF1
1307,NUDT1
1308,MTHFD1
1309,MTHFR
1310,MTIF2
1311,MTM1
1312,ND1
1313,ND2
1314,ND3
1315,ND4
1316,ND4L
1317,ND5
1318,ND6
1319,MTR
1320,RNR1
1321,RNR2
1322,MTRR
1323,TRNA
1324,TRND
1325,TRNE
1326,TRNF
1327,TRNG
1328,TRNH
1329,TRNI
1330,TRNL1
1331,TRNL2
1332,TRNM
1333,TRNN
1334,TRNP
1335,TRNQ
1336,TRNR
1337,TRNS1
1338,TRNS2
1339,TRNT
1340,TRNV
1341,TRNW
1342,TRNY
1343,MTX1
1344,TRIM37
1345,MMUT
1346,MUTYH
1347,MVD
1348,MVK
1349,MX1
1350,MX2
1351,MYB
1352,MYBL2
1353,MYC
1354,MYD88
1355,GADD45B
1356,MYH9
1357,MYH10
1358,MYL5
1359,MYL6
1360,MYO1C
1361,MYO1D
1362,MYO1E
1363,MYO5A
1364,MYO6
1365,MYO9A
1366,MYO9B
1367,PPP1R12A
1368,NAB1
1369,NAB2
1370,NACA
1371,NAGA
1372,NAGLU
1373,HNRNPM
1374,NAP1L1
1375,NAP1L4
1376,NARS1
1377,NASP
1378,NUBP1
1379,NBN
1380,NCBP1
1381,NCF2
1382,NCF4
1383,NCK1
1384,NCL
1385,NDUFA1
1386,NDUFA2
1387,NDUFA3
1388,NDUFA4
1389,NDUFA5
1390,NDUFA6
1391,NDUFA7
1392,NDUFA8
1393,NDUFA9
1394,NDUFA10
1395,NDUFAB1
1396,NDUFB1
1397,NDUFB2
1398,NDUFB3
1399,NDUFB4
1400,NDUFB5
1401,NDUFB6
1402,NDUFB7
1403,NDUFB8
1404,NDUFB9
1405,NDUFB10
1406,NDUFC1
1407,NDUFC2
1408,NDUFS1
1409,NDUFS2
1410,NDUFS3
1411,NDUFV1
1412,NDUFS4
1413,NDUFS5
1414,NDUFS6
1415,NDUFS8
1416,NDUFV2
1417,NDUFV2P1
1418,NDUFV3
1419,DRG1
1420,NEDD4
1421,SEPTIN2
1422,RPL10A
1423,NEDD8
1424,NEDD9
1425,NEK1
1426,NEK2
1427,NEU1
1428,NF1
1429,NF2
1430,NFATC2
1431,NFATC3
1432,NFE2L1
1433,NFE2L2
1434,NFKB1
1435,NFKB2
1436,NFKBIA
1437,NFKBIB
1438,NFKBIE
1439,NFKBIL1
1440,TONSL
1441,NFRKB
1442,NFX1
1443,NFYA
1444,NFYB
1445,NFYC
1446,SNU13
1447,NID1
1448,NINJ1
1449,NINJ2
1450,NIT1
1451,NKTR
1452,NME1
1453,NME2
1454,NME3
1455,NME4
1456,NQO2
1457,NMT1
1458,NOP2
1459,NONO
1460,CNOT2
1461,CNOT3
1462,CNOT4
1463,NOTCH1
1464,NOTCH2
1465,PNP
1466,NPAT
1467,NPC1
1468,NPM1
1469,NPM1P6
1470,SLC11A2
1471,NRAS
1472,NRDC
1473,NRF1
1474,YBX1
1475,NSF
1476,NT5E
1477,NTHL1
1478,NUCB1
1479,NUCB2
1480,NUMA1
1481,NUP88
1482,NUP98
1483,NVL
1484,OAS1
1485,OAS2
1486,OAS3
1487,OAT
1488,TBC1D25
1489,OAZ1
1490,OAZ2
1491,ODC1
1492,ODF2
1493,OGDH
1494,OGG1
1495,OPA1
1496,ORC1
1497,ORC2
1498,ORC4
1499,ORC5
1500,OSBP
1501,OXA1L
1502,OXCT1
1503,OXTR
1504,P2RX4
1505,P2RX5
1506,P4HA1
1507,P4HB
1508,PA2G4
1509,PEBP1
1510,FURIN
1511,PAFAH1B1
1512,PAFAH1B2
1513,PAFAH1B3
1514,PAFAH2
1515,PRDX1
1516,PAK1
1517,PAK2
1518,PAM
1519,PARN
1520,PAWR
1521,PAX5
1522,PDCL
1523,PBX2
1524,PBX3
1525,PCBD1
1526,PCBP1
1527,PCBP2
1528,PCCA
1529,PCCB
1530,PCK2
1531,PCM1
1532,PCMT1
1533,PCNA
1534,PCNT
1535,CHMP1A
1536,CDK16
1537,CDK17
1538,PCYT1A
1539,PDCD1
1540,PDCD2
1541,PDE4B
1542,PDE6D
1543,PDE7A
1544,PDE8A
1545,PDHA1
1546,PDHB
1547,PDK1
1548,PDK3
1549,PDPK1
1550,PEPD
1551,PER1
1552,GATB
1553,PEX1
1554,PEX6
1555,PEX7
1556,PEX10
1557,PEX13
1558,PEX14
1559,PFAS
1560,CFP
1561,PFDN1
1562,PFDN2
1563,PFDN4
1564,PFDN5
1565,PFKFB3
1566,PFKL
1567,PFKM
1568,PFKP
1569,PFN1
1570,PFN2
1571,CDK14
1572,PGAM1
1573,PGD
1574,PGGT1B
1575,PGK1
1576,PGM1
1577,PGM3
1578,PHB
1579,SLC25A3
1580,PHF1
1581,PHF2
1582,PHKA2
1583,PHKB
1584,PHKG2
1585,SERPINB8
1586,SERPINB9
1587,SERPINB10
1588,PIGA
1589,PIGC
1590,PIGF
1591,PIGH
1592,PIK3C2A
1593,PIK3C2B
1594,PIK3C3
1595,PIK3CA
1596,PIM1
1597,PIK3CD
1598,PIK3CG
1599,PIK3R1
1600,PIK3R2
1601,PI4KA
1602,PI4KB
1603,PIN1
1604,PIN4
1605,PIP4K2A
1606,PITPNA
1607,PKD1
1608,PKD2
1609,PKM
1610,PKNOX1
1611,PLA2G4A
1612,PLAGL2
1613,PLCB2
1614,PLCG1
1615,PLCG2
1616,PLD1
1617,PLEC
1618,PLEK
1619,PLK1
1620,PLOD1
1621,PLP2
1622,PLRG1
1623,PLS3
1624,PLSCR1
1625,PLTP
1626,PLXNA1
1627,PMAIP1
1628,PNOC
1629,PML
1630,PMM1
1631,PMM2
1632,PMS1
1633,PMS2P1
1634,PMS2P2
1635,PMS2P4
1636,PMS2P5
1637,PMS2P3
1638,EXOSC9
1639,EXOSC10
1640,PMS2
1641,PNN
1642,UBL3
1643,POLA1
1644,POLB
1645,POLD1
1646,POLD2
1647,POLE
1648,POLE2
1649,POLG
1650,POLH
1651,POLR2A
1652,POLR2B
1653,POLR2C
1654,POLR2D
1655,POLR2E
1656,POLR2F
1657,POLR2G
1658,POLR2H
1659,POLR2I
1660,POLR2J
1661,POLR2K
1662,POLR2L
1663,POLRMT
1664,PON2
1665,POR
1666,POU2AF1
1667,POU2F1
1668,POU2F2
1669,PPA1
1670,MED1
1671,PPAT
1672,CTSA
1673,PPIA
1674,PPIB
1675,PPID
1676,PPIAP11
1677,PPM1A
1678,PPM1B
1679,PPM1G
1680,PPOX
1681,PPP1CA
1682,PPP1CB
1683,PPP1CC
1684,PPP1R2
1685,PPP1R7
1686,PPP1R8
1687,PPP1R10
1688,PPP2CA
1689,PPP2CB
1690,PPP2R1A
1691,PPP2R1B
1692,PPP2R2A
1693,PTPA
1694,PPP2R5A
1695,PPP2R5C
1696,PPP2R5D
1697,PPP2R5E
1698,PPP3CA
1699,PPP4C
1700,PPP3CB
1701,PPP3CC
1702,PPP3R1
1703,PPP5C
1704,PPP6C
1705,PPT1
1706,PRCC
1707,PRCP
1708,SRGN
1709,PRIM1
1710,PRIM2
1711,PRKAA1
1712,PRKAB1
1713,PRKACA
1714,PRKACB
1715,PRKAG1
1716,PRKAR1A
1717,PRKAR1B
1718,PRKAR2A
1719,PRKCB
1720,PRKCD
1721,PRKCH
1722,PRKCI
1723,PKN1
1724,PKN2
1725,PRKCSH
1726,PRKDC
1727,MAPK1
1728,MAPK3
1729,MAPK6
1730,MAPK8
1731,MAPK11
1732,MAPK9
1733,MAP2K1
1734,MAP2K2
1735,MAP2K3
1736,MAP2K5
