Short Gene name,logFC,logCPM,PValue
HES5,0.55572386,3.568923376,0.802913717
PIGH,-0.290767415,3.131380717,0.711181137
PCDHGC4,-0.054708329,5.17250995,0.868450153
SNORA49,0.745119791,3.647074668,0.858597352
CSRNP3,-0.215108202,5.094379488,0.705621278
RPS6KA3,0.048003725,3.693603551,1
MTMR10,-0.479824608,3.11312354,0.761438884
NKAIN1,0.459125777,3.27333368,1
PARL,-0.380931127,3.481594362,0.703796504
IFT20,0.048272275,7.672469031,1
NDRG1,-1.239607115,3.038679969,0.238086649
ATP1A3,0.012978128,3.951302405,1
SREBF2,0.392796683,3.250829179,1
ZBTB46,0.457141807,4.102641851,0.911976434
EMC4,0.156284979,5.673700474,1
GPR137B,0.012643819,3.30933711,0.849247961
MTHFD1L,-0.129504702,6.605245765,0.746196856
ZNF280C,-1.06011885,3.198320252,0.177105209
ME3,0.805796954,3.893760473,0.905003594
TMED3,2.40356681,3.083979853,1
GRB10,2.498687157,4.793737498,0.86901362
YPEL1,0.560231655,3.526042043,0.764085015
ZNF350,0.087468192,3.221674463,1
EDEM1,0.188370085,4.329902846,1
PMM2,-0.391014607,9.203549579,0.489897468
LINC00504,0.631163767,4.220905085,0.789628062
CDON,0.048515741,3.596233452,1
ECE2,-0.183939147,4.289530544,0.713039321
POLR2G,-0.115643164,8.711722483,0.755494819
RASGEF1B,-0.420092258,3.594242759,0.799095367
TMEM132A,0.437645177,4.361263871,1
F2R,-0.509281666,3.329666546,0.569219889
SYT7,0.610756978,3.36236179,1
INA,-0.16536719,4.1466736,0.807492139
SEC61A1,0.48062352,5.519320065,0.704562823
PGM2L1,0.404010346,5.507946347,0.758495252
LOC653513,-0.540610035,3.564913074,0.485490574
ALG5,0.014145139,3.820922366,0.953599795
ZNF358,-0.349237564,3.198684669,0.752192082
CENPW,0.510180694,4.456288784,0.819998183
CD44,0,5.641556117,1
NGFR,-0.222862247,3.301426457,0.972701063
FUNDC1,-0.585858042,3.50546902,0.46353966
ACP1,0.203850036,3.704427869,1
TIMM23B,-1.229965215,3.513560151,0.206319041
PLEKHB1,0.982877367,4.949462545,0.554897029
UFL1,0.120710989,5.419909014,0.992558981
LOC100129434,0.230617494,3.341295411,1
GGCT,-0.123097333,3.923835045,0.886038431
S1PR1,-0.250819122,3.709924173,0.684028126
MIR22HG,-0.184917313,3.972131479,0.886827697
AMIGO1,0.270766898,6.941403795,0.919919047
ERV3-1,0.026054296,4.372580441,0.963923097
C19orf26,0.419815524,6.949644647,0.78163937
TUBB2B,0.310856092,4.005277157,1
GCNT1,0.136031031,3.18041218,1
AES,0.669705286,5.310301098,0.610523838
CLINT1,-0.443755016,3.594769436,0.562411644
CNRIP1,0.115581205,5.141800998,1
ATP2B4,-0.154880817,4.116343596,0.854564573
GNG3,0.549739739,4.798633811,0.773403272
N4BP3,-0.298356987,6.695857474,0.59516843
TUBB3,0.377461455,4.630169613,0.86163423
CLIP3,-0.055275683,3.191965807,1
ABR,-0.54562744,3.769808066,0.470309781
RPF2,-0.277755011,4.282630702,0.672741727
H2AFY2,-0.535933223,3.203807753,0.688889419
TACSTD2,0.624632988,4.429789192,0.717173578
SEC23IP,-0.214970799,5.413345036,0.715906972
SRP68,-0.346292189,4.1168565,0.555615417
PRDX2,0.180725735,6.515843218,1
NEFL,1.115787428,4.597278445,0.352039316
URB1,-1.23180715,3.652863984,0.11285503
XKR4,0.28070346,5.939248261,0.847299679
MIR100HG,0.616742253,4.054621381,0.861212209
RFTN2,0.129491413,5.716815793,0.989932922
NDNL2,0.566866406,3.258244928,0.995615323
UGDH-AS1,0.370218715,3.689321324,1
FAM222A,-0.309277533,4.85335668,0.671787956
KLF10,-0.214256827,5.374737492,0.68558716
GPR107,0.158577061,4.085081988,1
DNAJC3,-0.202116507,4.300364762,0.695754935
C1QL1,0.076705721,3.321203371,1
NES,-0.061311185,3.944281644,0.845358005
MEX3D,0.109538122,5.401940302,1
FAM57B,1.542005993,3.222143286,0.581532186
LPCAT4,0.516534943,3.980922483,1
CHAF1B,1.137686908,5.158976744,0.487678003
CLK2,-0.466432596,6.184897619,0.420889124
SOX11,0,3.37970341,1
CPE,-0.125377685,6.627718772,0.743921094
SERP1,0.482572447,5.956261016,0.759080071
TMEFF1,0.8745735,3.568878758,0.65004843
TMSB15A,-0.71802199,3.328717642,0.571345066
SRP54,-0.168119919,4.167393308,0.892384689
CHST2,-0.142003947,4.976324055,0.815952617
ZFPM2,-0.32626973,3.842330841,0.79875215
PSMA5,-0.598163228,4.529607662,0.46207215
C7orf13,2.242119606,7.474619052,0.885970271
CKB,0.587087606,4.477957734,0.714972612
EGLN3,0.651267728,3.643181726,0.85590181
CDR1,0.820854363,3.704593722,0.89030782
CELSR2,-0.448748705,3.473202575,0.756265224
NEDD4L,0.162980584,7.949762487,0.946553552
SAP18,0.694899378,4.088443323,0.684907885
4-Sep,-0.435264784,5.221631169,0.521402158
RARS,-0.07039171,4.49551176,1
GPC2,0.525759457,4.036241355,0.83373667
DHDDS,0.616839127,3.737353946,0.785102616
RIMS3,0.393397507,3.698594715,0.933128295
FAM211A-AS1,0.500575288,4.484117564,0.764709721
NCAM1,-0.349332644,3.744094321,0.667592045
CPNE3,0.203599299,11.63120465,0.840918916
NDRG4,0.620257518,4.573791935,0.696655014
TMEM116,0.466926963,6.034946437,0.759105084
RUSC1,-0.658401507,4.230008305,0.455402214
FADS3,-0.470087634,3.695459962,0.466187852
TMA16,-0.545683658,3.400597916,0.581097815
USP21,0.068315677,6.353735814,1
KRT10,0.404857611,4.609194347,0.91114927
MAPK8,1.005155695,5.61956823,0.44420147
KLHL42,0.586281237,4.889868896,0.618230284
NR2F1,1.18519152,5.935675912,0.76599483
SSX2IP,-0.160858719,4.556733253,0.778529763
SLC25A26,0.071903806,4.292111025,1
SMC5,1.522284883,3.609594923,0.997500327
KCNG1,0.27420522,5.681497146,1
XBP1,0.83494323,3.461456432,0.908728882
GCA,0.281735185,4.082262102,0.975164387
SDF2L1,1.057895458,4.873991302,0.451215144
EFNB2,0.74375451,4.788929396,0.642265863
BTBD2,-0.471599894,4.268620457,0.514346542
DZIP1,-0.363001903,4.134003494,0.570863477
LINC00263,-0.399527398,4.708165606,0.562305766
SNORA84,0.548980036,6.897519629,0.703582882
PGRMC2,-0.244429911,4.154976088,0.800107546
RINT1,3.705768743,7.119606147,0.392793635
SLC5A12,-0.166135024,3.396881033,1
PHF21B,-0.078760388,3.840989366,0.896497717
FKBP9,0.46311124,4.215900439,0.843024823
PPP1R1A,-0.192904312,3.621324936,0.76592067
ZNF562,0.042174522,5.827473344,1
SEMA6C,0.141314676,4.279469498,1
FDPS,-0.398853551,3.410645272,0.671646579
HEIH,0.013911289,4.636758597,1
ACLY,0.049008658,4.795132695,1
NOL10,0.454630845,3.720653616,0.864462821
ALKBH2,-0.637562096,3.042395392,0.418108083
DPH6,0.768377234,3.778308161,0.967899699
CRMP1,-0.186938637,4.310635268,0.810087561
ANKFY1,0.715494129,3.808852142,0.633388746
TUBB2A,-0.1121265,3.358138993,1
MAST1,0.308999486,4.096383259,1
GAS5,-0.128927867,6.820442875,0.760850169
CTSV,0.806944014,4.68091238,0.573812522
PPP1R1B,-1.32993037,3.85622356,0.136443616
RP11-453F18__B.1,0.607957101,6.837951145,0.692141568
EPB41L4A,-0.030556768,3.423602495,0.854914926
CDK9,4.784524038,4.337236149,1
WRN,-0.412200343,3.854495165,0.667503944
VIMP,0.051329808,6.449517551,1
TMF1,0.213994651,3.172880698,1
COPB2,9.392026601,6.747390618,1
ABCC9,-0.243164415,4.317407636,0.746638927
CIR1,0.673742829,6.145046439,0.583799481
LOC101927720,-0.146559339,3.217537734,0.936215733
GPC4,-0.121455166,3.564832754,0.994149276
RRP7B,-0.211660034,7.111031888,0.662369982
LOC101926895,0.280239049,3.659318824,1
COG3,0.154454392,4.339924846,1
PREX1,0.199873901,4.192218935,1
DLGAP4,-0.437717211,3.810103447,0.749593737
GDPD5,-0.541678602,3.251831297,0.564033859
MFSD10,0.363390421,6.517183528,0.954021783
TYW1,-0.802410928,3.748898594,0.264436424
NEFM,-0.083709711,6.304305278,0.820049496
FAM69B,-0.292851763,4.549982606,0.645342725
LZTS3,0.012979905,3.973529966,1
IRX2,-0.065954814,4.091110653,0.915307177
HES6,1.581215434,6.369308567,0.432617699
DIS3,1.415147246,7.377825854,0.604665323
MAP6,-0.00924072,4.928855748,1
METTL1,-0.117115465,5.994808946,0.760068445
CCDC92,-0.115243896,4.658098068,0.8129013
OSBP,0.034896243,4.038708569,1
SDC3,0.177774414,3.327627588,1
CRABP1,0.722418905,3.613990457,0.739179831
PPP1R14B,0.214634191,4.469639923,1
NBL1,-0.314745811,5.39164111,0.566188305
SACS,0.596545499,3.143461084,0.875875707
CACNA1H,0.273809615,3.591556474,1
GORASP2,0.145173386,3.472109592,1
NDUFA10,-0.623330303,8.161077354,0.344669216
KIF21B,0.37665715,3.912379308,0.953427779
ZNF585B,0.849042307,5.95030244,0.58253091
SUGT1,0.826403319,4.442602747,0.741654214
HERPUD1,0.622920507,5.897283607,0.592152362
SNORD116-15,-0.265206588,4.098141203,0.680224216
UROS,0.332907689,3.073209257,1
ALKBH3,-0.10703726,3.453738397,0.90619096
BCLAF1,1.121537596,7.890649625,0.495209195
TFRC,0.322726244,3.767869472,1
OGFOD1,-0.361757728,3.816929218,0.719506423
HMGN2,0.197985253,4.581881967,1
MED6,-0.449297625,4.572250416,0.544566064
GOSR1,1.076223922,3.746442768,0.780252918
MLLT11,0.674196351,3.984129415,0.82035312
AUTS2,4.79631107,3.708670676,0.598373049
TRIM36,-0.082197735,3.89500974,0.900240291
CYTH3,6.412426786,4.068958496,1
MRPS28,-0.162455464,3.970252712,0.924581029
INSM1,0.369460317,4.528033105,0.910378829
DNAJB11,-0.819354249,4.903730278,0.375831846
EBNA1BP2,-0.154453708,4.925265219,0.757481969
CPT1B,0.180821483,3.19277546,1
ATXN7L2,-0.297938191,3.946559101,0.704346286
SLC35E2B,-0.213151985,3.607366521,0.769437333
YKT6,0.366241082,6.645107252,0.835756259
KCNQ2,-0.358908895,7.421168834,0.537157232
PRKACA,0.36714851,3.63234241,1
TOMM6,0.03425244,5.452781369,1
SDE2,-0.24594743,5.301296355,0.68816878
TBPL1,-1.054634678,4.042574546,0.176018423
HSPA12A,0.057529913,3.819455592,1
LOC642852,-0.09964077,3.101277483,1
KIAA1211,-0.118010003,4.224952652,0.852466887
XPO4,-0.274804063,3.132438638,0.79615503
UBQLN4,0.151015379,3.152867077,1
RUNDC3A,2.299370919,5.117926305,0.458614326
FGFBP3,0.587195292,5.518734731,0.648566475
CLSTN1,0.253799103,3.405815911,1
SUMO2,-0.433855374,4.366609232,0.500629773
LARP1B,0.521621947,3.116484541,0.792800434
GOLGA5,0.305431535,6.089719,0.839462956
CCDC50,0.275777413,4.016463905,1
BAHCC1,-0.410495881,3.272490386,0.60603324
ZNF528,1.228938872,3.978576888,0.564877634
CHMP4A,1.471562289,4.105011413,0.335235577
CREB3L4,-0.479338961,3.257258024,0.758762977
HLCS,-0.60084914,4.078469045,0.378034992
TANK,8.482199356,5.395436759,1
FBLL1,0.451809043,4.410479087,0.993461235
ARHGAP35,-0.307118419,8.463779148,0.560071151
MAMDC4,0.288689844,4.867972606,0.879704121
KIF3C,-0.315998091,3.486706373,0.740816493
NUDT4,-0.553786525,3.819165498,0.437498593
PLP1,-0.230355112,4.120015814,0.808782502
MORF4L2,0.522893987,3.899967565,0.840760725
AMER2,-0.177886457,3.533223686,0.835784485
OGG1,-0.500629658,4.06651447,0.438111806
HKR1,1.808332569,4.506800046,0.264001701
EEF1B2,0.012409731,8.358864152,1
MTCH1,-0.217830343,3.471323934,0.93676363
CDH10,-0.159696131,3.504155807,1
ACBD3,-0.447418563,4.717598007,0.593365506
PSMA3,0.176613855,7.459585881,0.974307083
GPM6A,0.370895712,5.63949492,0.86592146
PNMA3,-0.285238917,3.61291645,0.776521154
PEBP1,0.127761269,3.469845516,1
EEF1A2,0.098306404,3.32216966,1
LRWD1,0.806502702,6.391043911,0.544895771
MDM2,-0.302945945,4.304952831,0.707266185
IRAK1BP1,1.553947659,8.072950737,0.504290656
SRRT,1.11851754,3.43300908,0.778273093
MPP5,0.044271339,3.313738313,1
SYNGR1,-0.421955523,3.8097518,0.509970893
PAICS,0.752341667,6.185001784,0.527294603
ZNF536,-1.13520606,3.549758446,0.313690912
EBF1,0.073666095,4.490814351,1
ABCA2,-0.025727281,4.352295443,0.929563397
PSMD14,-0.110985145,4.964453423,0.829233695
BTG3,0.339298108,4.920393362,0.847046172
PNMAL1,-0.125238341,3.545112127,0.841214496
CDYL,1.096908547,3.972343743,0.613127248
GNL3,0.338029686,5.670419104,0.819470525
RTN1,1.449431814,3.438440565,0.716596808
SNORD116-16,-0.299493592,3.311192764,0.862625877
ZNF44,0.466190174,3.734676694,0.791807827
PTPRS,0.255599019,6.741256523,0.886844895
BMP2,0.253738672,5.280719055,0.856635041
C7orf55-LUC7L2,0.785882675,3.352081452,1
LINGO1,0.197085931,7.267922316,0.902627597
LOC100419583,0.185762053,11.03193387,0.860747189
METTL10,-0.201071082,3.784934383,0.774787159
UBE2D4,-0.270289409,3.461423248,0.718729004
RPL21,-0.574419487,3.738944681,0.413306448
PNMA1,0.413246835,4.673093317,0.828797706
CHST1,0.281843829,4.302660785,1
PSMA6,-0.080689647,3.21026385,1
PI4KAP1,0.192304851,3.142181791,1
TULP3,-0.593013997,3.482133605,0.448857243
ZIC3,-0.196230912,4.368814971,0.879915078
SERPINI1,0.168912334,4.502483948,0.977160907
SPDL1,0.363120066,7.118493514,0.760734037
PSMB7,-1.513335196,8.151741006,0.173205844
SEC61G,0.953755254,3.633194065,0.967098839
FIGN,-0.178910402,5.06098005,0.718471687
LPAR2,-0.327660765,3.739049535,0.778789535
PALM,-0.577378116,3.740663028,0.440940609
FBXL16,-0.172906976,3.094133779,1
BRSK1,-0.82137566,4.002236289,0.276977778
LRRC59,-0.148633735,4.531529838,0.854013392
COTL1,-0.202595095,4.648008632,0.755648938
LOC100379224,0.479881456,3.667189364,0.992848743
TIMM21,-0.014780219,4.527259187,1
FBXO31,0.537726909,6.641352423,1
PARN,-0.120256653,8.773989535,0.731703878
LLPH,0.201590551,4.25520582,1
LPPR3,0.53147866,4.510843477,0.801857948
P4HB,0.194710578,7.199302394,0.96926325
SLC41A3,0.447849615,3.235126482,1
STX4,0.206355245,3.878870688,0.953030023
IGLON5,0.54557134,5.126025767,0.978215807
HNRNPA1,-0.032357877,4.28852002,0.957174019
AP3B1,-0.006263823,5.269707911,0.883214718
CHCHD7,-0.105678037,11.13123062,0.647925951
SOGA3,1.124864877,3.814532641,0.923178948
RPL9,0.044340116,4.272446993,0.892920757
EIF5A,0.430054699,3.924574421,0.752919449
FAM222B,0.674154404,7.465465422,0.626637506
COPZ1,-0.173968314,3.91224546,0.794206408
CASP3,-0.798245579,3.39988733,0.334385014
RPL36AL,-0.036426347,4.671710541,1
C16orf45,-0.290389619,4.026178673,0.788899497
FAM171A2,-0.135735394,5.743552022,0.777912487
DAGLA,-0.390862241,4.233102058,0.594736788
NSMCE1,0.435223618,3.281091258,0.950393029
PRMT10,-0.190674722,3.952755195,0.788318922
SAT2,-0.029225548,5.328251734,0.850412471
NUCB2,-0.326162098,3.38685406,0.671901133
MAP3K13,0.525610777,4.608035993,0.706153241
OSER1-AS1,-0.21488564,3.439418324,1
CLSTN3,-0.20707747,3.465822992,0.974744416
LINC00506,0.472192531,3.525988435,0.964762808
DUSP6,0.286348805,3.548018284,0.994174257
CDC40,0.375840364,3.080971959,1
DTX4,0.029165337,6.586818491,1
TCF12,4.186603478,10.30028294,0.334922242
SPRED1,-0.069480693,3.580967309,1
CREB3,-0.515446368,3.408393178,0.545367782
FBXO10,-0.078310636,4.137075559,0.828299977
SSBP1,0.257188725,3.985480058,0.973347502
CACNG4,0.193025947,8.538003939,0.959918021
SENP2,8.32422347,5.136710854,1
SEC13,-0.074191604,4.032866897,0.891907142
SCFD1,0.134023022,4.24519071,1
MEX3A,0.28173634,3.800938413,0.902032336
MARCKSL1,-0.802483646,4.399296628,0.229463263
PRPSAP1,11.44823406,10.55892007,0.035411045
ZNRF1,0.45527789,5.770768557,0.766989988
RPL28,0.143656463,3.752979235,0.926181833
ARPC5L,0.229389828,3.172325736,1
NFE2L2,0.115015282,3.791256783,1
TMEM55A,1.187394934,9.811010204,1
PPAPDC2,0.049022139,4.309152869,1
USF2,-0.088892449,3.157839385,1
FANCF,-0.25356238,7.047788598,0.6322246
REEP2,-0.146268471,3.175284272,0.834499027
PCDHGB7,0.124357292,4.814527265,1
SLC25A29,-0.293243949,4.010898046,0.663990519
3-Sep,-0.055164423,3.230088446,0.870517416
BNIP2,0.243437886,5.251167693,0.917930959
ARFGAP3,-0.1372513,4.364287279,0.891542181
ALYREF,-0.450470739,3.502259255,0.663686406
SLC17A5,0.13801372,8.319086779,1
UPF3A,-0.011595473,3.350998807,0.811920527
SBK1,-0.527401308,4.630619344,0.528282172
NRARP,-0.659283854,4.91780293,0.306876022
MTSS1,-0.822959256,4.075186162,0.303452501
UG0898H09,0.773306712,3.216448788,0.664669412
PTPLB,0.649370423,4.085718892,0.852348549
MEGF8,0.861785412,3.684636009,0.908267578
MRAS,1.024825743,10.63248956,0.671762031
NOP58,0.319678691,6.169658046,0.844796468
6-Sep,-0.222235647,4.372160603,0.784171961
KDELR2,1.222949178,3.204276046,0.723639645
NCS1,0.449300254,4.581729048,0.853721282
FBXW8,0.513366335,7.697748639,0.710532694
HSPA5,0.170055613,5.32888792,1
FAM53C,0.210492838,6.631539361,0.98033328
TXNDC11,-0.138871736,4.729520336,0.764023487
CERS5,-0.424663185,5.262728001,0.461807615
TYMS,0.392208664,3.544306096,1
C1orf27,0.361061255,4.920947755,0.823051332
RALGDS,0.07388406,5.001061929,1
ACADVL,-0.180930178,3.408902011,0.901680451
SCARNA7,0.735974845,3.551070524,1
PODXL2,0.189023281,4.197451902,1
ADSL,0.753047838,5.362839843,0.504821219
HIST1H3A,0.492218501,4.163332013,0.87507673
TPM3,0.013968188,5.159075125,0.883789878
DRG1,0.212425945,5.307580398,0.988073513
ZNF862,0.107651025,3.20411837,1
SNORA71D,0.294713617,3.747784052,1
ZNF77,-0.509042531,4.729422121,0.43967467
NFE2L3,-0.366322226,4.544721179,0.577212506
NXF1,-0.273172445,4.925202443,0.702109135
PCSK5,0.785651029,3.615009282,0.886881078
RDH13,0.214691,4.956010078,1
FH,-0.492280431,4.405276665,0.445345263
OSGEP,0.697807788,3.233671168,0.719590842
LARP7,0.425733498,3.42377887,0.851360966
DCLK1,-0.000821584,4.230012681,1
NHP2L1,-0.073264863,3.443143597,0.952660231
SNORD116-20,0.82684632,4.898821972,0.603180809
TRAK1,0.009377916,3.250934999,0.986335177
P4HA1,-0.06590237,3.129854078,0.934417204
SYF2,-0.668663989,3.926724106,0.404850176
HSPB2,0.161152892,6.424439828,0.99932133
DNAJC25,-0.121538191,4.12656882,0.797808801
NKD2,0.509569787,7.821898788,0.685299498
BIN1,0.070087589,3.125788991,1
LRIF1,0.439165335,3.24857017,1
SLC35F1,-0.168798063,3.101780228,1
FRMD4B,0.160434442,12.40732767,0.995293349
RIOK2,-1.056726277,3.277538492,0.358211141
LINC01000,0.23134975,3.113481552,1
KRR1,0.226849199,6.406836478,1
ZNF608,0.261170319,3.416723499,0.974089422
ZBTB10,0.065393801,3.747246698,1
RIMS4,2.129415745,8.813527853,0.83425422
UAP1,-0.338845602,5.608820965,0.621045526
GPRIN1,8.068488208,6.922053824,1
ZFAS1,0.45726467,4.400794795,0.871316971
RND2,0.189988949,5.377509802,0.944116782
SND1,-0.15789837,6.17212154,0.727004179
RAB3B,0.719605864,3.439085267,0.987668539
OLFM1,0.857472026,3.937350966,0.625546583
KIF1A,0.784078459,4.095131412,0.644089935
DOC2B,0.053392888,5.967620971,1
HOMER2,0.128060116,6.689115612,0.990838347
MSI1,0.311932111,5.591207923,0.853769572
CYTH2,0.588671978,6.288673242,0.788106266
ADD2,0.29758968,5.36923714,0.844350874
RAMP1,-0.031448736,4.065468005,1
NBPF8,0.022967653,5.196457984,1
RUNDC1,-0.097766748,3.570210561,1
COL11A1,0.006756141,13.17339043,0.725113224
AMD1,-0.412900676,3.299067036,0.62182109
LSM11,0.872260658,3.041563597,0.890777002
TXNL4B,-0.131789303,4.951489424,0.752230139
MFSD1,-0.001757721,7.683518437,0.870976212
KCTD17,0.135362102,5.123316578,1
HEATR3,-0.013084123,3.745022062,1
DAD1,-0.068633019,5.366717253,0.81805795
LRRC1,0.542759405,4.325809532,0.884089359
MAP4K4,-0.17129,4.333069455,0.777458783
PES1,0.111822971,4.458258773,1
ZNF232,-0.110808056,3.415684536,0.906972052
DPY19L3,-0.089797664,3.963088003,0.875657874
SOX4,0.160192567,3.36193839,1
ATG7,1.122888369,4.145947316,0.732023531
TMEM170B,-0.122786697,3.615764427,0.805716642
ADAMTS2,-0.459338562,3.257811809,0.852263155
KCNK15,0.577018285,3.117493328,0.856779541
MALSU1,-0.298180298,4.105449316,0.680534388
APC2,0.618928079,6.194485525,0.661660937
RGAG4,0.084051655,3.924721648,1
DPYSL4,-0.135136287,4.638713802,0.876249264
DLL3,0.393916154,4.434411866,0.965472323
TMEM200C,3.336788654,3.155258321,0.574198839
STX1A,-0.603519606,3.417094199,0.524575199
CELF3,1.72237616,3.315189844,0.66648455
FOXH1,-0.393958305,5.959861283,0.499256129
CNTFR,-0.232050989,3.763833514,0.863976354
CRELD2,-0.069671001,4.140713734,1
SCFD2,-0.159088448,5.800069051,0.733494002
TAGLN3,0.121225977,6.575944276,0.996924963
NME1-NME2,-0.609114358,3.253680461,0.445608316
COG1,0.126859234,8.011529369,1
RPL13AP20,-0.084149784,7.086802905,0.787949962
RPL23AP53,-0.247534253,3.820125881,0.671734056
LAP3,0.094583728,9.180169388,1
CDKN2D,0.032675175,4.58596939,0.938023105
NNT-AS1,0.094718942,5.369173159,1
TCEAL7,-0.017790703,3.981493734,1
GIGYF1,-0.479681012,4.702575866,0.47669229
SHFM1,-0.162102056,4.832753852,0.747735283
LPAR3,0.700607954,4.943760117,0.6157231
FASN,0.395215104,5.188767361,0.795885626
SLC37A1,-0.00341055,4.325378409,0.968172178
ILDR2,0.619909855,3.944360536,0.621537864
TMCO1,0.535948073,3.79334775,1
PHLDB1,0.450342113,3.116405296,1
AKR1C1,-0.110682054,5.693213446,0.835551476
BCR,0.243865117,3.61043809,0.953855236
COPA,0.503866326,6.211434314,0.700832998
KIF5A,-1.001927448,3.935375921,0.284404598
SAR1B,0.182185609,6.373968958,1
AP3B2,0.162729848,4.360774643,1
LUC7L3,-0.07224872,3.223872451,1
TXNIP,-0.201012049,4.672868679,0.679600182
PIBF1,-0.00892386,3.107840731,1
OCA2,0.184248775,3.280466648,0.989187402
TPMT,0.882658448,3.430686752,0.870587278
TMEM44,0.938887986,3.244395022,0.611139286
AKAP8,-0.611561057,3.146096637,0.6900772
SNHG16,0.196348688,4.515215415,0.983629263
CASK,0.398256249,3.383715374,0.990553639
CINP,-0.706142104,3.704594527,0.379087344
ST6GAL1,-0.208891394,6.553480503,0.682368832
PTRH2,0.451071477,6.739544257,0.754207226
JMJD6,0.421774101,4.27136764,1
PYGO1,-0.177040224,3.787408544,0.898146054
ACO1,0.341448799,3.91267024,0.882184897
MN1,-0.303673742,3.53463647,0.848975152
PLSCR1,0.080128691,8.986217919,1
DLD,0.166389634,3.334446695,1
LINC00869,3.218873032,3.487600557,0.58602294
RABL3,0.336424388,3.776354485,0.858320636
ZSWIM5,0.334020792,5.228106139,0.888096811
SMYD4,-0.991771129,3.185798693,0.343214364
DERL2,0.323726717,4.136393261,1
MRPL30,0.921667524,3.023414063,0.785058376
RBM12B,0.009508123,5.030522311,1
EVL,0.357001555,5.182748932,0.775362631
NOC3L,-3.176856153,8.766192703,0.104711915
PLA2G4B,1.110811392,3.137827158,0.806878266
RPL24,-0.027189679,4.187248201,0.891045876
