Short Gene Name,logFC,logCPM,PValue
IER5,0.216233036,4.693278778,0.37522599
ERI3,0.102159581,6.020614997,0.455489011
YKT6,-0.119301446,5.823801271,0.370544679
CUL4B,0.308098732,4.965106628,0.135832399
TARS,-0.076140791,5.486541955,0.68144303
EFNB2,-0.280351935,5.538743974,0.159936132
FNDC4,-0.033645246,5.247416937,0.843775554
FADS1,0.037320831,6.307892723,0.863772607
DDX17,0.190508407,6.735681485,0.129400612
KXD1,-0.331470516,6.04447526,0.00802794
KDM3B,0.112754082,5.066760366,0.535875335
SNORD115-36,1.403525361,7.495593763,0.054894868
PEBP1,0.087203947,8.055292646,0.648095036
MSH6,-0.08819009,5.336786124,0.632059516
MXI1,-0.061606411,4.616814269,0.7254923
COL3A1,-0.306805405,11.71747751,0.486110217
AUP1,-0.155063413,6.106713491,0.266591342
POLR2C,0.008255488,6.448629928,0.989413043
APBB1,0.084896522,5.743616118,0.832798139
MED16,-0.053425758,4.970772414,0.846413031
BST2,-0.39085652,6.044988545,0.315100165
CSRP1,-0.642640941,5.781986726,0.008898698
CTXN1,0.216066122,4.961298403,0.396177198
LPHN1,0.019168821,4.87480019,1
GTF2I,0.201849768,4.8103838,0.288857328
CYC1,-0.156604153,6.970460367,0.217778344
COL2A1,-2.662280608,7.063453614,0.000149378
LTA4H,-0.200718061,5.935608579,0.150400711
UBE2G2,0.211703658,4.741586723,0.352474647
MGMT,-0.219060017,4.881863216,0.336387278
ROR2,0.25027626,6.905238122,0.019414168
ATP6V1G1,0.042030741,4.776224026,0.979037596
ZFAND5,0.251689165,6.954403265,0.385605501
THG1L,-0.020497131,6.547134136,0.948852303
CXCL12,-0.370799051,6.257697852,0.003627062
TFCP2,0.076667537,7.236396149,0.664783827
KIAA0895,0.675293806,6.53676125,0.004844937
ATAD2,0.016831999,6.392976345,0.878484719
TTC4,-0.35194771,6.432686202,0.285778976
IFI6,-0.612439067,7.429822276,0.121248206
APOE,-0.192395201,5.047305124,0.262506578
TTC1,0.892115203,6.062403953,6.90E-05
WRB,-0.130695279,4.767457273,0.558383082
EBF3,0.007832547,5.512390401,1
TUBGCP4,0.297634341,8.251653529,0.17002379
MARK4,-0.303967821,6.071056341,0.10971439
C1orf86,-0.10838785,5.981225457,0.384549707
HCCS,-0.394002392,7.952521771,0.133902716
PI4KA,0.421926744,4.692271969,0.06566076
AKT2,0.27415716,4.965769519,0.495725478
OLFML2A,0.122790969,5.01288713,0.538359278
CLCC1,-0.101776167,6.733666982,0.445756413
TBCB,-0.003234537,7.552084632,0.96923479
KANK4,0.413037954,5.544072671,0.007840433
SELT,0.14363221,5.443081362,0.516844799
CAMKV,-0.222703366,5.62508078,0.106987949
LINC00869,0.30443163,6.15204124,0.029409297
S100A16,-0.090351374,8.552337622,0.615418177
PGK1,0.030958454,4.954265075,0.863942828
DDB2,0.288977897,8.402945762,0.158836204
CEP63,0.864964055,4.820591308,0.000659721
SMARCA1,-0.143480295,7.531156013,0.384003388
KRTCAP2,-0.031576061,5.703923273,0.955218879
SULT1A4,-0.370540571,6.482451429,0.004185221
ACPL2,-0.669402142,8.136912392,0.058853043
BOD1L1,-0.082760433,6.270453218,0.485308663
ILF3-AS1,-0.288787428,5.088193718,0.084859406
HAUS1,0.279295746,4.994650387,0.134946372
SCARB1,-0.164688587,5.760526838,0.253146767
PLAGL2,-0.22787446,6.841567789,0.027158197
NHP2,-0.12942222,5.410003345,0.370237403
SYT7,0.32227454,7.382650952,0.166822163
CPE,0.021289522,11.12624013,0.872539966
HMCES,-0.035769756,7.256972909,0.851625461
RTN3,-0.275876569,8.618192719,0.848465249
CECR1,0.093828145,5.170577599,0.681982859
SLC35A5,0.205045371,4.752044166,0.365316203
CNOT8,-0.695595549,6.721636547,0.103507251
OLFML3,-0.667852532,8.863613181,0.005174166
REPIN1,0.393466413,7.307487071,0.167243107
ZNF346,-0.746495841,5.203374242,0.034400607
VASH1,-0.225069627,5.385107723,0.132938986
IFT52,-0.640746434,11.25722677,0.048936107
PRPF40B,-0.008278171,7.518189816,0.974201886
KANSL3,-0.156518196,4.771083713,0.50767791
DHX29,0.145926192,5.841204938,0.229718925
AP1G1,0.01196618,5.416053277,1
IL6R,0.140214439,6.665948713,0.252089143
ERP29,0.319416651,10.42431429,0.395490796
UCK2,0.226387724,8.595179285,0.205805314
ALCAM,-0.935082664,10.64060535,0.129337596
HOTS,-0.228236634,5.846848951,0.094608004
ARHGEF10L,0.100924109,10.07931314,0.941884646
HOXA2,-0.110223967,7.167889361,0.464665219
FBXO16,-0.0523765,4.905979006,0.84202121
ACAD10,-0.092801623,5.337742711,0.666177091
RFC3,-1.053519383,8.378409807,0.004273548
CA12,-0.104545458,4.706015666,0.795739534
MGST1,0.39658663,5.024886502,0.035125335
SEMA5B,0.120459392,10.73113147,0.762941848
BCYRN1,-0.167970001,6.264994707,0.14542851
URM1,0.123275742,7.744817635,0.403120403
TCEB2,-0.141292219,5.407269661,0.633301853
TNFRSF1A,-0.190788064,6.751690531,0.242169118
FADS2,-0.095290126,4.843906182,0.622926073
NFU1,0.205367996,5.374519485,0.216413172
SHROOM2,-0.036590645,5.005043399,0.904740198
DVL3,0.28080987,5.095082341,0.13725303
IRAK1,-0.033631769,5.472342893,0.746169745
NIT2,0.11202277,5.231534471,0.489280734
VCL,0.099876911,5.388610793,0.512704468
CHAMP1,-0.165006183,4.846376183,0.404327672
DNAJC9,0.332440674,5.02078633,0.071424727
NEK6,-0.497053523,5.045608546,0.063541242
ACYP2,-0.158199862,5.011975843,0.491861654
PRC1,0.034043566,6.511923019,0.806243625
AP3M2,0.066200051,7.887900041,0.628420337
PARP14,0.285992784,12.49443505,0.247720194
TMEM44,-0.670219728,6.578212002,0.217257815
PALMD,-2.062688079,8.84979258,0.000680516
AFP,0.194734305,5.714304598,0.426878755
HEBP1,0.170232261,5.473690297,0.328038984
HDAC6,-0.218510604,6.297907122,0.182436851
GMPPB,-0.396451586,6.059616443,0.091925454
MYL12A,0.009154603,6.779003717,0.968385696
SPCS1,-0.017282319,5.682684265,0.937774765
POLDIP2,-0.534381285,6.378979867,0.009965235
HIST3H2A,0.22494514,5.481072152,0.321975594
RDH14,0.005426648,5.328614576,0.937023043
METTL16,0.296040227,13.31684876,0.326107085
SMC6,0.052026923,5.058710899,0.828205334
UMAD1,-0.044974235,7.763475938,0.72968416
GFPT1,0.073834424,5.232207713,0.738460444
RGS2,-0.055933053,5.461592024,0.722603675
ARSA,0.128583654,6.282322524,0.563630856
SAT1,-0.002478321,4.746034173,1
CLGN,-0.075423968,6.077000452,0.555707429
ATF1,-0.058373719,5.896977551,0.783544618
ZFP1,0.154461363,6.665951918,0.259156191
NDUFB5,-0.565265765,8.106067857,0.006328201
MIS18BP1,-0.140244735,7.203716038,0.225663348
CDC42,0.158021835,9.247771902,0.337037766
HMBOX1,0.076416115,4.69993754,0.81752177
PLCG2,0.556020736,5.464625769,0.107211801
STMN4,0.616086685,4.774521653,0.002267631
KLHDC8A,-0.002112758,4.946601874,0.990208281
LDOC1,0.356869111,5.034857957,0.067499028
MKRN2,-0.074603977,5.258233505,0.774220295
NMU,0.448679946,5.794529455,0.095382923
NCAM1,-0.179030164,6.286772899,0.146640402
LAMTOR1,-0.136647231,6.435934603,0.530568577
STC2,0.188772971,4.771626695,0.391434139
C2CD4C,0.212274289,6.665257788,0.075086895
ROR1,-0.000324217,6.810873142,1
COQ6,-0.363784083,9.097841747,0.01398215
GSTM1,-0.078346612,5.327894847,0.673768758
MYEF2,0.152241886,5.138816597,0.439184421
SETD5,0.241730957,5.27016319,0.166447473
SNORD41,0.342805501,6.281755931,0.145870915
RNF38,-0.002337482,5.986322687,0.936836981
CRIP2,-0.290627959,10.54483983,0.125963364
POLA1,-0.403706558,5.528127084,0.010011875
RPSA,0.545404966,4.592430983,0.021064125
SLC16A9,0.103252626,9.167897,0.592560153
C4orf47,0.153214641,4.75323193,0.531963921
MED15,-0.54727308,5.017294434,0.084079637
YAE1D1,0.064484049,5.239410508,0.751675602
TNFRSF12A,0.222690279,6.133350336,0.076878981
HMGN3,0.121237397,5.211551148,0.580791685
PCGF2,0.032835112,8.062654236,0.990420171
VANGL2,0.405798894,5.620985123,0.319000404
SNORD115-40,0.046014778,5.070379398,0.708797948
MTIF2,-0.254262657,8.592930548,0.323218586
TINAGL1,0.607262573,4.91393752,0.09447689
LINC00467,-0.550261119,5.361172444,0.004796052
IAH1,-0.158469551,5.393499191,0.30528059
WDR25,-0.230321915,5.179758772,0.366176393
GSTM2,0.262924897,4.975358439,0.142345496
RADIL,-0.052140014,4.797267062,0.955219256
MFSD9,-0.014435953,4.774313728,0.973715616
SKA3,-0.039120092,5.462785871,0.873164151
PDSS2,0.36661705,5.353443888,0.175451828
ANK3,0.234542966,5.125542015,0.178152551
UTP3,-0.111242008,5.300680633,0.477031254
SV2A,0.138253086,5.395152389,0.709759041
WWTR1,0.581267545,5.138770315,0.004405813
FCHSD2,-0.249727804,10.56990352,0.083762781
ZNF569,-0.164606943,6.66728019,0.409855604
ACOT1,-0.326527034,11.43787646,0.02132024
LMAN2,0.02807734,5.067514668,0.939481634
CPD,-0.163356673,6.326426363,0.252542525
RPS12,0.181081208,8.209820509,0.402302438
YWHAQ,-0.578554362,8.270597334,0.000481106
PTGIS,1.010220857,5.02802025,1.45E-07
SMIM3,-0.316767582,11.42075651,0.023896139
HNRNPH3,-0.260046696,7.077052211,0.139395649
AHCY,0.924052848,4.758971833,2.16E-05
ADCK4,0.155941432,4.677325034,0.479329245
ST7,-0.418987147,5.423910258,0.029478433
CLN8,-0.377354845,5.020231832,0.043815502
OTUD4,-0.404039459,12.46959743,0.06438268
PPL,-0.732740255,7.637459815,0.003778138
HIST4H4,0.085456436,4.900713759,0.78812244
GCNT1,-0.064053081,5.136258044,0.763783041
PLEKHB1,0.361210962,5.252447096,0.050637325
TTC17,-0.162911876,6.042636849,0.362817206
ADAP1,0.580447348,5.700546218,0.017504135
CTU2,-0.153516126,6.818337491,0.303816522
GLRX2,0.180500964,5.516015029,0.299338888
CRBN,0.603232361,4.677653538,0.009145697
ADCY6,0.030921665,5.084097567,0.967637284
GRK6,-0.120370596,7.032247352,0.453034603
MTAP,-0.109857223,4.81180667,0.564691593
TARS2,-0.452650622,7.570960731,0.00087406
ZNF10,-0.545141854,8.516673347,0.002085689
LPAR1,0.210004075,5.894225619,0.130258062
ATP1B3,-0.034531621,5.323584031,0.804281386
ZFYVE1,0.007302799,7.435760213,1
CPAMD8,0.359749631,4.716130858,0.090167215
SCMH1,0.058217777,6.263169527,0.582178847
RBM10,0.089413346,9.191885249,0.79508206
RGS5,-0.030625994,5.606907404,0.772880414
FAM83D,-0.404970659,5.177883298,0.018330292
ZNF23,0.322547671,5.568509636,0.043339277
NAV3,0.2075122,5.798587032,0.108180736
POLR3GL,0.508147397,5.325742732,0.012653753
MARK1,0.113675628,5.596062453,0.64418169
LINC00667,-0.308308577,5.558831569,0.030328453
PLK1S1,-1.288511245,6.543864218,1.91E-05
VASN,0.133368611,4.945642318,0.526964154
TMEM260,0.035886907,5.248407695,0.81544244
RAD23B,-0.312447012,6.540716222,0.174735171
GON4L,0.352125319,4.895311071,0.181632187
HSD17B11,-0.069938737,4.920752466,0.771186853
CTDSPL,-0.007449976,5.907231293,0.892546675
CEND1,0.444183023,5.037430723,0.019252595
MTA2,-1.091907569,5.442300994,0.039090108
PWWP2B,0.248785745,4.645434583,0.322630034
SLPI,0.175104932,4.993432321,0.362808234
BMF,-0.013797172,4.953419315,0.931759683
CYB561,0.153534738,4.858616589,0.536880715
ZIC3,0.406106551,4.733101484,0.232089272
RNF220,0.039868741,5.461173578,0.829781901
DENR,-0.052216287,7.018318716,0.842321025
SNX11,-0.468190274,11.24281525,0.006315892
SNRNP70,0.634621353,4.974804662,0.025145651
ARRB2,-0.108314272,5.669967629,0.719514657
RPS24,-0.04280818,5.985958783,0.838383905
TBCEL,0.091266304,5.18798749,0.623605626
TMEM231,0.823666433,4.94196595,3.51E-05
CEP192,-0.038892392,5.052899555,0.837238721
CORO2B,0.208193863,5.32597376,0.231494481
TSPAN18,0.199080427,5.60461761,0.282316221
BUB1,-0.138877864,5.156276922,0.421281545
MYBPH,0.138776757,7.032670424,0.373551152
PROCR,-1.058426159,7.216510562,0.020475612
ITGA1,-0.082859238,7.219387234,0.68137494
ZC3HC1,0.481491816,5.152503322,0.010111947
BOK,-0.24735355,5.082266571,0.573695163
ATPAF2,0.438599084,6.953948003,0.096442887
SLC3A2,-0.202483316,5.063791444,0.280430504
PGAM2,0.158340892,5.741046386,0.595713661
B4GALT4,0.126033534,5.937772258,0.514603489
USP37,-0.036867616,5.819276105,0.837725003
ZNF493,0.007124349,5.59299118,1
LRRC4B,-0.373859227,5.665708198,0.069428982
EIF5,-0.311108469,11.52675432,0.039605837
HNRNPUL1,0.089047185,5.813673442,0.467632372
MCM7,0.010101003,5.900644937,0.868754
DCT,0.127308977,5.551495131,0.426391437
OS9,0.19906571,5.454998431,0.21362665
AKR7A2,-0.177833424,6.788813886,0.214367421
SMARCA2,0.155333545,5.02983368,0.409588613
FEM1A,0.02534375,5.60351123,0.838586708
CHMP6,-0.202914824,5.462913302,0.342578951
KCNMB4,0.104967452,6.852517675,0.690183927
MIR4275,0.343443011,6.72515995,0.115951538
ASIC1,-0.72729586,7.972890824,0.009311303
GALNT14,-0.089571736,5.003750087,0.619832255
KCTD5,-0.039237438,5.457009677,0.767666392
ANKS1A,-0.255305661,7.197502521,0.029049771
PNPLA8,-0.074084563,6.632352114,0.561889647
ZBTB3,-0.020117726,5.226174118,0.912639785
FOXH1,-0.190702016,4.870480553,0.387327732
QTRT1,0.031298388,5.209094798,0.838271725
C11orf54,0.244791629,5.561292332,0.144736903
SBF2,-0.190845343,12.6489157,0.403714855
RPL23AP7,0.393115497,5.558761828,0.009477658
VLDLR,-0.27205963,5.169848304,0.112661237
ATP13A2,-0.053742957,5.386183013,0.74989757
ZNF185,1.280990654,5.388491312,0.001427856
CFL2,0.174562084,4.862271729,0.375713443
STRADB,-0.0150782,4.702954591,1
NOLC1,0.194398103,5.32984105,0.258040918
BARD1,-0.051963198,7.05295973,0.812074932
RHBDF1,-0.517773773,6.150317512,0.000321099
PUSL1,-0.219533423,4.907029377,0.362742967
EIF2S2,-0.350332071,6.823700623,0.130497049
TMEM57,0.170185032,4.909357456,0.439443492
TOPORS-AS1,0.089560978,5.307845279,0.541529391
MFF,-1.336729476,8.312093564,8.27E-06
ADAMTS6,0.20809876,4.955583176,0.208759708
PPP6R2,0.184478346,5.719809629,0.17117915
TNRC6A,-1.171863252,11.10742676,0.060392186
PDCD11,0.001005757,5.606683412,1
KCTD12,0.176022293,6.632902799,0.54967621
PDGFRB,-0.365519518,5.347291853,0.171440714
MASP1,-0.015715656,4.854216813,0.959460388
PACS2,0.106270735,9.188304487,0.465127492
ZNF667-AS1,0.057521837,4.711994886,0.834200368
HES5,0.280478369,7.200394768,0.426394483
KIAA1731,-0.223073503,5.487656183,0.253407444
NOG,-0.298374814,6.648666743,0.066656773
MYH9,-0.320886109,8.1074923,0.458950568
SLC35E1,0.282288124,4.793498435,0.148793762
UGP2,-0.014879162,6.140228553,0.936030978
ID3,-0.145073773,5.241134367,0.437311886
RIOK1,1.632751543,5.670274238,0.320585423
YIF1A,-1.087999976,5.732258854,3.83E-09
BRD1,0.382451943,5.715391304,0.097930355
ZNF205,-0.194921157,5.35887704,0.214760986
FRG1B,-0.184472872,7.817096573,0.159100693
ZNF823,-0.224966567,10.74484643,0.081885876
RHOA,0.180262392,7.072715798,0.287607782
NUSAP1,0.226249965,4.845683965,0.449791148
DPY19L4,-0.127212293,5.459941922,0.466401492
GPKOW,0.180208275,8.349743099,0.352539548
RPL10A,-0.126617259,4.878491228,0.755671452
LOC101926898,-0.298309477,7.032619568,0.024853055
DCUN1D2,0.035511503,6.722076651,0.801358795
LOXL2,-0.014435172,5.687004485,0.894196554
C9orf135,-0.109983652,5.85940696,0.591069607
THOC1,-0.343681953,5.475223389,0.10824484
ATHL1,-0.421748885,6.64526394,0.293975308
NUP188,-0.220565086,5.73340595,0.287972307
EIF3D,0.04732268,5.173362041,0.915294166
EXOSC10,-0.086469236,4.842285018,0.664758653
TAF1C,0.554328297,7.384700464,0.000435592
MTRNR2L1,-1.027417635,7.9450705,0.016138683
HAUS5,0.379796084,5.053012625,0.201187081
WDR38,0.14277272,6.260365501,0.317704109
CCDC132,-0.114186585,5.10648595,0.585758236
GPNMB,-0.288406425,7.892255368,0.181876116
FANCI,0.109279068,4.84705758,0.653920455
FGFBP3,1.532346741,7.184224798,0.072503539
NR2C2AP,-0.088488592,4.695413942,0.796308846
PPIB,-1.566085595,5.8018768,0.015767115
SLC4A8,0.317234858,4.652047135,0.136193794
C1orf85,-0.729848794,11.24549206,0.304934615
ASB6,0.265253325,8.503449242,0.289727303
CMTM4,-0.060699217,4.976533755,0.866209646
TET2,0.480154704,5.468218703,0.005523198
PEX26,-0.465379543,5.713213466,0.181179885
SNORA32,-0.048040852,5.146302301,0.843181514
PKM,-0.002254587,7.320212116,1
BMS1P20,-0.044979989,6.001198503,0.737983823
TMEM14A,-0.171227593,6.039837862,0.168028484
SMEK1,-0.278429817,6.200493674,0.045794521
MSX2,-0.012532427,5.512414833,1
WDR5B,0.229837358,4.625257061,0.473453551
MYCN,0.372393616,4.922743104,0.33626778
ASNS,-0.158666837,7.067868323,0.128635038
E2F4,-0.299140699,5.366003015,0.155324925
PPAPDC1B,0.054322488,4.790958944,0.778296664
SOCS3,-0.758648469,7.771052577,0.000328517
PTPRZ1,-0.135640243,6.720053649,0.232748851
SERTAD3,0.177935981,6.121442664,0.229004405
MRP63,0.062462892,5.081452477,0.684530406
DIS3L2,1.384478793,4.767192384,1.55E-07
HEATR2,-0.120901012,6.366461374,0.873738139
PWP2,-0.420483883,11.6547185,0.051005064
CCDC19,-0.018399599,4.998919693,0.918654959
CETN3,-0.034447267,6.806947352,0.85282123
USP27X,0.08308453,5.705209607,0.647963662
SNAR-B2,-0.022310855,6.320721253,0.912968206
CLK3,0.427467862,6.385717769,0.162911944
STK3,-0.250754214,5.374114181,0.123585003
PHKG2,-0.425926067,7.491534963,0.002956231
GMEB2,-0.333916341,4.881653443,0.095266881
HIF1A,0.097435055,5.953689786,0.602604494
COPE,0.258589759,7.305476862,0.45951335
ETV3,0.016829132,7.319465608,0.951870454
MBTD1,-0.068851955,5.332595139,0.744905636
CC2D1A,0.007337931,5.661561461,0.907845669
FAM207A,-0.130656695,6.342838278,0.397180069
ZNF7,0.511246347,5.329967424,0.003429798
EXT2,-0.026145988,4.740223138,0.957465003
MEST,-0.251001111,5.917969014,0.053789484
CECR6,0.081135744,4.703142552,0.664592365
CST3,-0.264706527,6.115265846,0.032230514
TMEM261,-0.887053579,5.620243368,0.017005258
OXA1L,0.158053785,5.490763825,0.424246745
TSPYL4,0.037617718,7.207470624,0.921549621
KIAA1432,-0.290497592,6.538661031,0.238521197
MRPL37,-0.328896825,5.238370807,0.049438728
ZNF524,-0.158787869,6.697463594,0.218925225
KIF26B,-0.157068925,5.525979767,0.399253891
ASPHD1,0.159863588,6.306562449,0.166050162
CROCCP2,-0.658682143,5.486246671,0.117079362
APEX1,-0.261342997,5.498973884,0.071060056
ELMOD3,0.017570956,5.023017229,1
ASB8,0.182922478,5.0393857,0.49898854
SNHG15,0.138395954,5.090915184,0.41003479
METAP1,0.07801489,4.890363255,0.673934083
MIOS,-0.122349664,5.041133993,0.576079832
KPNA1,0.182527262,4.838468958,0.393601376
RCC2,-0.106077957,5.375861307,0.529610673
POMZP3,-0.108103088,6.268480298,0.312791959
ULBP3,0.066953201,6.180557052,0.768948593
TMEM242,-0.228687472,9.355104212,0.823817118
ZNF740,-0.363820321,11.13708419,0.006868495
ZNF543,0.097858276,5.245464876,0.857207072
NARF,-0.31981547,5.849829698,0.02367059
KPTN,-0.244870031,5.482013771,0.135637161
RPL27,0.582421017,4.839353803,0.066819762
SNORD116-27,0.349360354,4.681596455,0.271141379
FGD6,0.186424261,6.428651026,0.565035018
EPRS,0.135590475,5.519114183,0.391460319
FBXO38,-0.027324323,7.388050083,0.85579944
PRPH,0.112431325,4.858802972,0.726480702
GLB1L2,0.287288292,7.211047581,0.463320411
ZNF623,-0.291427966,4.816169536,0.143659465
SLC25A15,0.116306851,4.895427209,0.633822354
KLHDC10,-0.399499261,7.28048858,0.03600622
BEX1,0.176217995,8.682129253,0.433002528
MRPL2,-0.020185634,7.344945653,0.915988172
SLC35E3,-0.986201835,8.450184511,0.00195476
FXYD1,-0.357840772,4.925923329,0.041169689
NBPF8,-0.245111227,6.91647485,0.075925621
ASL,0.187002554,4.895958931,0.382939689
CSGALNACT2,0.083216037,6.871340928,0.425123655
IRX1,0.399983883,4.820903597,0.045838994
NCOA3,0.049574954,5.325086583,0.723888552
RETSAT,-0.156622266,6.257565395,0.217295799
UVRAG,1.403525361,7.495593763,0.054894868
BCL2L13,0.001835474,5.109842994,1
TTC12,0.109134286,7.052665271,0.401350308
PLEKHM2,-0.10649065,5.148711461,0.615840944
HTRA1,-0.188331523,5.0100344,0.28629485
MTMR6,-0.624223813,6.430913231,0.299387214
LHFPL4,0.367521029,6.365238082,0.175132361
GPM6A,0.114716559,7.016379827,0.396549121
RPL17-C18orf32,-0.18195511,6.295941291,0.218550926
UBE3A,0.233388,5.549633411,0.137263624
PNMA3,-0.042561566,6.379266518,0.845200633
KCTD18,0.188527145,6.610024817,0.127985536
DEPTOR,-0.828592864,5.471297426,0.031478286
ALDH1L2,0.080228229,5.452763246,0.584418582
BRI3,0.114466243,4.827570268,0.583520739
FXYD5,0.058944474,5.481759643,0.908871726
ZNF687,0.247687022,5.794194819,0.420324731
SRGAP2,0.140847703,5.052936304,0.50985124
INPP5B,-0.034466921,6.069054784,0.887062137
ESYT2,-0.046514397,4.685780853,0.923807334
POLDIP3,-0.209335045,7.477701924,0.078454103
NRD1,-0.020879214,7.141814938,0.917377646
TIPRL,0.027144185,5.558680303,0.881388701
AEBP1,-0.368879395,5.101964623,0.047192029
AGO3,-0.535148648,5.276414677,0.129309082
ARID4B,0.37135988,5.472835096,0.017288916
IFI27L2,-0.3918167,7.292867584,0.243815802
GUCD1,-0.014760573,5.438828506,1
RBMS1,0.199331065,5.669211989,0.239239492
CTTNBP2NL,-0.02642044,6.87336544,0.936768985
TMEM11,0.081292393,5.349298231,0.71410184
STK35,-0.763094324,8.754257605,3.31E-05
PCYT2,-0.088761864,7.076417035,0.618315768
XPNPEP1,-0.153239962,5.880382177,0.429868399
MYLIP,-0.689775159,5.151992561,0.001995129
GALNT16,0.031609407,6.978043727,0.763397119
TCEB3,0.068714292,4.803684467,0.749984556
FABP7,1.403525361,7.495593763,0.054894868
GCLM,-0.057538177,5.480664064,0.769782976
RPS6KB1,0.190356235,5.512019164,0.271981199
TMTC3,0.163893473,5.3560414,0.406024959
DSTYK,-0.740631643,5.23085252,0.055114636
MRPS11,0.609929298,5.955476956,0.013931685
DNAJC5,-0.590768326,4.893493056,0.002260967
DEF8,-0.106624609,8.939776974,0.447323694
PIK3C2B,-0.974433616,5.290398309,6.82E-05
TAF1D,-1.025379364,6.612498217,0.000496903
NDRG1,0.209876648,5.168583038,0.262872748
HAUS3,-0.556445992,5.448350384,0.000277477
SLC27A3,-0.079486396,4.779202625,0.743280691
SPC25,0.095854859,5.102453093,0.712320096
LOC100506714,-0.038419589,6.099642259,0.832758865
WDR18,0.042668685,5.221743835,0.813383858
KRT17,-0.563828634,9.282640537,0.017285113
TMEM248,0.339662179,4.908133394,0.089892128
C9orf40,-0.270002533,6.452518108,0.012220817
WBP4,-0.024913757,6.284549017,0.956624601
GAR1,0.107277595,9.078757447,0.610825842
SEC23IP,1.048935827,6.151078441,0.004485481
ATP2A2,0.408272988,4.730375825,0.070511422
LSM4,0.02961957,5.963072001,0.972088161
APLP2,0.042462121,5.191454112,0.85000633
SETBP1,0.453068901,5.83881799,0.06394471
CHD6,0.062562687,5.336635279,0.821232865
ULK1,0.050120849,5.135030103,0.806769559
ATXN2L,0.035403361,4.89390631,0.935153761
CTNNBIP1,-0.678526862,9.394749667,0.001889965
TRAM2,0.19377092,5.001593551,0.698699658
XIST,0.047799654,6.644212859,0.657652713
LRP12,0.039489686,5.397581589,0.837316158
AKR1C2,0.383058721,4.776126402,0.066656119
DKK2,0.001715295,5.89775593,1
MRPL20,-0.215638745,5.279567625,0.163717864
ANGPTL2,0.039435433,8.942736277,0.754011245
MTA1,0.448285504,7.819845976,0.016655177
ACVR2B,-0.247281675,6.036169307,0.047305019
HSPBP1,-0.636174486,8.155253189,0.000722049
TMEM200C,-0.120105055,6.047455219,0.309700791
CDK1,-0.205644361,7.504866984,0.101720397
CHKB,-0.018379664,5.28417325,0.863940464
FBXL4,-1.645777906,7.471110973,4.80E-06
ZNF625,-0.140318045,5.263222189,0.38571533
THAP3,-0.182767765,5.610014012,0.273287414
PVRL1,-0.540453557,5.877083435,3.73E-05
TTTY15,0.221378191,5.350427742,0.195501531
SNORA71B,-0.122299158,6.3936001,0.647219821
MIR4787,-0.11301798,5.123714198,0.530291596
HES6,-0.243956865,4.813701992,0.29031073
GPR98,0.314598219,5.112905413,0.092145563
SMOC1,-0.053817177,7.472971906,0.717433802
CIB2,0.015272919,6.28184264,0.902788438
BRD8,0.151458916,4.868574932,0.388218212
ZNF25,-0.052638411,8.979416258,0.742722776
ZNF280C,0.296598023,4.946130779,0.158320377
FIP1L1,-0.222769966,6.421337657,0.128033828
NR1H2,-0.010632207,5.224228731,1
