Short Gene Name,PGP1,GM23716,GM23720,GM25256,BXS0110,BXS0111,BYS0112,BXS0114,BXS0115,BXS0116,BXS0117,902,14758x3,14799x1,14824x13,14763x7,14739x3,14765x2,14710x6,14781x16,14746x8
TMEM151A,3.3120933333333333,6.049433333333333,8.467722666666667,5.262845666666666,8.612842,7.913243333333334,8.734308666666665,5.429116,2.4381043333333334,4.433356,7.420812000000001,10.133801333333333,10.821380666666668,15.757180666666669,7.357328333333332,11.636898666666667,17.607985499999998,10.186130666666665,5.322057,4.575882333333333,4.7379321665
KLHL8,5.232844333333333,6.152824,4.081099,4.210118666666666,3.0615446666666664,1.9412566666666666,4.018761666666666,4.552665333333333,3.282958333333333,3.1374,5.726885666666667,4.0696129999999995,3.171463333333333,3.3632706666666667,4.875239333333334,4.239420333333333,3.159057,3.090767,2.211071,5.2106433333333335,3.5421966664999998
MFAP2,52.627646666666664,30.339532333333334,58.59051099999999,44.78523733333333,84.89541366666667,66.79343933333332,78.093369,66.73394166666667,55.10442766666667,61.920009333333326,39.092335,36.820799,73.91075033333333,123.98736066666667,61.657585000000005,107.29175566666667,179.2142535,93.07370333333334,18.059984,21.22129066666667,66.18589966500001
AAMP,29.022389333333333,31.244022333333334,35.57910933333333,30.847566666666665,37.905104333333334,32.04312633333333,36.86186433333333,31.419113333333332,32.67645666666667,34.77535666666667,29.140164,34.80928,29.324384999999996,36.720270666666664,35.767683999999996,39.59049533333334,39.046818,43.04565933333333,24.426015,30.051727,30.776504165
SF3A3,24.774282333333332,16.183908666666667,13.788085,13.223811666666668,14.205208333333333,9.258241333333332,16.682727,17.493296,10.684841,11.789017000000001,23.878948666666663,19.396531999999997,23.323274666666666,16.046045,26.550491000000005,22.278577333333335,19.999849,17.940057666666664,8.936053,20.151661999999998,17.595064999999998
C14orf159,5.533223666666667,6.638172,6.201149666666666,4.049317333333334,7.2347816666666676,6.866401666666666,6.089224000000001,5.456548333333333,6.27542,5.55849,5.187378,4.321634666666666,4.660189333333333,3.7499673333333337,2.1132516666666663,3.8335853333333336,5.554007500000001,5.470391666666667,2.435809,3.253618,4.899782999999999
FAM156A,3.690899,2.884505666666666,2.115967,3.121589333333333,1.911537,2.045176666666667,2.48235,1.2417793333333333,1.6585166666666664,1.4843496666666667,2.4169396666666665,2.081799333333333,2.033284333333333,1.6011726666666668,1.5621173333333331,1.9252343333333333,1.0583805,2.1030876666666667,1.762418,2.321832666666667,1.9572538334999998
HAUS4,8.075850666666666,6.1121766666666675,8.987870000000001,7.994753,8.700909666666666,6.268114,10.149548666666666,7.349427666666666,3.7216533333333337,6.1392853333333335,7.601932000000001,6.870545333333333,13.995819000000003,15.455328999999999,13.506568999999999,16.017589666666666,13.3882835,14.62856,7.16577,9.120430666666666,10.730570665
SLC39A13,7.287603333333333,5.572968,7.261648666666666,7.307105666666668,12.163899,11.217890666666667,9.979815,8.516619666666665,7.564472333333332,7.880906,6.321879666666668,7.132591999999999,6.274950666666666,13.006067666666667,5.672181999999999,9.186453,15.808080499999999,10.841740333333334,4.29389,4.164589666666667,8.4496576665
RPL3,673.083587,506.273825,571.619337,685.7746183333334,621.66639,534.933823,645.591298,586.8676423333334,399.97900766666663,479.5052663333333,776.3426033333332,702.5992956666665,818.9990549999999,824.2422626666666,820.4452683333333,962.9009513333334,863.5355695000001,1082.8060156666668,500.308676,550.7064893333334,634.28794515
GPR89A,3.857877,3.3163549999999997,2.468257,2.3086066666666665,1.648699333333333,2.594675,3.228734333333333,2.646259333333333,2.088957666666667,2.5315193333333332,2.8865103333333333,3.1042170000000002,3.9114129999999996,4.808009333333334,4.257643333333333,4.1223996666666665,4.275468,3.4035263333333337,3.666296,3.164165666666667,2.9582151665
ERBB4,4.2512376666666665,4.047356,3.944171666666667,5.205106,2.6234166666666665,1.683207333333333,2.7316533333333335,4.523402333333333,3.218439,3.7477586666666673,3.462635666666667,0.6949019999999999,3.614668,1.0748493333333333,2.790725,0.8228706666666666,0.7357535000000001,2.105919,0.504194,1.7004766666666669,2.5225925
RARA-AS1,1.9003100000000002,2.0976246666666665,2.2844420000000003,1.9087130000000003,2.445381,2.2930023333333334,2.392126,2.7062856666666666,2.550748,3.196437,2.3022,2.4380633333333335,3.3000599999999998,1.9563353333333335,3.9105443333333327,2.942588666666667,2.2352629999999998,2.255933666666667,2.516773,2.6459243333333333,2.6478384999999998
PRRC2C,13.353623666666666,14.011177000000002,14.416176666666667,9.704298333333332,10.507210333333333,8.710254666666666,14.795415333333333,12.061459,8.531832,10.174279333333333,13.444930333333334,11.18502,11.058319333333335,12.712166333333334,13.319800666666666,16.27977633333333,11.274253999999999,14.325138333333333,4.268126,12.375500333333335,10.4982735
MRRF,4.275841333333333,2.9850596666666664,3.378762333333334,3.0580646666666667,3.052247,2.9136366666666667,2.8983253333333336,3.134737,2.7740103333333335,2.588848,3.8108333333333335,3.144873333333333,4.200409666666666,5.282022666666667,4.8559106666666665,3.8392923333333333,4.0895425,4.51837,2.623746,3.3038673333333333,3.4173501665000003
PER1,5.8227763333333336,4.974055333333333,5.621561333333333,4.845911,7.943250333333334,7.176877,7.7714636666666665,6.972074333333333,6.752148666666667,6.531282333333333,5.499819,6.853844333333334,6.649289666666667,6.095281333333332,9.270943,9.354025333333333,5.8536345,9.290543666666666,6.923443,8.827107,6.2321578335000005
LNX2,3.140556,2.9406933333333334,2.974137666666666,2.493573,1.990032,2.341359,2.95945,3.085706333333333,2.3614046666666666,1.5759656666666668,2.5628756666666668,2.8695486666666667,2.4590140000000003,2.963867,2.3275663333333334,2.429122,1.7853415,2.6514919999999997,2.1168,2.878118,1.8341634999999998
MRPL45,11.167767666666668,9.924288333333333,11.621304,9.927546999999999,9.828626333333334,9.123595333333334,11.710739333333334,12.073878666666667,6.957900666666667,8.032270333333333,11.907825333333335,10.060439333333333,14.329912,18.324436000000002,16.292758000000003,17.135218,15.356413,14.618888666666665,8.398765,10.193171666666666,10.325665834999999
NBAS,16.356553666666667,14.525454666666667,11.227367000000001,12.718484333333334,11.689549666666666,9.759400333333334,15.894942666666665,16.814061666666664,11.008090333333334,10.897057666666667,17.459412333333333,11.296317666666667,14.690285666666666,12.32461,19.023520333333334,15.495531,12.617895,14.032415,7.879783,17.725573,10.885105
PPFIA4,5.127413333333333,5.759197,3.4254206666666662,3.7780016666666665,3.9272663333333333,2.7220316666666666,2.968837333333333,2.4194143333333336,2.3847046666666665,2.6446876666666665,3.1106936666666667,3.012855666666667,3.0994143333333333,1.7445773333333332,2.599482666666667,2.878137333333333,2.477195,3.8972130000000003,5.425746,6.878101,2.9997375
GBX2,7.091384333333333,3.8370160000000006,1.5551243333333333,9.551969666666666,11.649069000000003,2.688312,2.8443023333333333,5.047286333333333,6.609916000000001,8.667465,1.0640736666666666,0.2759846666666667,1.6849843333333334,2.190329333333333,2.633309666666667,2.843847,1.644428,1.5561343333333333,0.227593,0.7567369999999999,4.7462871665
TSPYL1,17.557691666666667,23.03050233333333,18.40203066666667,15.789464,12.402155666666667,15.581887666666667,15.183848666666668,15.808774333333334,16.094789000000002,13.112325666666669,15.609687333333333,22.030945666666668,11.434093333333331,13.475514333333331,12.715463999999999,10.565390666666666,9.724941,15.051645333333333,14.100488,17.877773333333334,10.557580165000001
LOC100288069,7.95311,7.05756,7.434543666666666,7.518847,6.012987,7.948080999999999,6.700652666666667,4.633239666666667,4.802849,5.693194666666667,5.478150666666667,7.837178333333333,6.2716763333333345,7.376110333333333,5.9362536666666665,5.478156666666667,4.6891805,6.499095333333334,8.50943,12.322134333333333,7.878708
TIMM23B,4.620110666666667,3.7191643333333335,3.350645333333334,3.612992666666667,3.774941666666667,2.919647,4.369369,3.389011,2.756845333333333,2.587788,4.792168333333334,5.147422,5.866634,5.958215,4.530606333333334,3.893546,4.461121,4.214946333333334,2.350967,3.7195933333333335,3.2328066665
CSTF2T,10.450699,10.145213,8.594837333333333,8.125382,6.184939666666668,6.812357666666666,7.166314,6.341971,6.297536,5.687315666666667,8.822892333333334,11.554695666666667,6.362157666666666,6.407878666666666,6.8849703333333325,6.727753333333333,6.2637035,7.933839,4.552714,8.834519,6.5658271665
KMT2D,1.8588796666666667,2.441485666666667,3.821877333333333,2.5856323333333333,3.992188666666667,3.944535666666667,4.049724666666666,2.9405253333333334,2.7547073333333336,3.217342,2.368198666666667,2.0598096666666668,2.422477,3.9793843333333334,1.9276236666666666,4.546814666666667,2.4554514999999997,4.527101666666667,1.617757,3.707575666666667,2.3173641665
PGPEP1,1.2730383333333333,1.7287723333333334,2.792510666666667,1.7933646666666665,2.462799,2.934994666666667,2.9984859999999998,3.0208936666666664,2.2265056666666667,2.301239333333333,2.5793523333333335,1.814258,2.0556346666666667,3.643088333333333,2.270825,2.5077909999999997,2.130585,2.853534,1.539039,2.2122846666666667,1.7872975000000002
MED23,4.2702556666666664,3.6022950000000002,4.452323000000001,4.276435666666667,3.4584543333333335,3.110180666666667,3.9406226666666666,4.871231333333333,3.8627563333333335,3.109092,4.128232333333333,3.2982169999999997,2.3285296666666664,3.597694,2.672706,2.179053,2.442701,2.255813,2.801873,3.6355853333333332,2.9356766665
SNORD63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.323466,0.0,0.0,476.62582100000003,0.0,0.0,0.0,0.0,0.0,326.36171535
GFPT2,5.464625333333333,4.049336333333334,4.876985333333333,7.666549000000001,9.416973,6.205600666666666,11.316202333333331,7.849587333333333,3.987023,2.6804596666666662,6.956976,10.534741666666667,5.291003666666667,12.296816333333334,10.568105999999998,12.771323666666667,14.254153,9.357302666666667,1.749768,3.274260333333333,5.6974143349999995
TBPL1,15.158372,13.871116,12.492185666666666,14.005946,13.397111666666666,14.717200666666665,13.157162999999999,16.81897233333333,16.426227333333333,14.22154,15.014217666666667,14.16574,13.351807666666666,11.972460333333332,13.995883000000001,11.909537666666667,8.735110500000001,11.845913333333334,12.250175,14.067116,10.529417165
TMED7,24.578958333333333,17.479386666666667,20.50064766666667,24.213135666666663,21.323290666666665,23.476093000000002,24.606579,25.413574,18.83321966666667,15.556997333333333,22.224975333333333,24.59455166666667,14.913237666666666,25.004397666666666,17.97803166666667,9.324090666666667,12.635176999999999,15.885428666666668,14.00064,16.080124666666666,15.979572834999999
PRKACB,4.170708,4.138796999999999,5.088883666666667,3.9545056666666674,3.792197,4.021311666666667,4.7731553333333325,5.992449000000001,3.930951333333333,5.482321666666667,5.298459,2.608579,1.7649046666666666,6.177249000000001,3.9813080000000003,3.817192666666667,4.0464915,3.7147643333333336,1.809457,3.826518,3.3244513335
EXT1,15.081331,11.199547666666666,13.440216333333334,13.014862333333332,14.128421666666668,14.505205333333334,16.090443,14.592920333333334,12.873950666666667,9.514185,11.078702333333334,13.229652999999999,14.484593666666667,19.419271666666667,14.710217,15.343990666666668,16.0283875,15.989603666666667,7.170478,11.217067,13.267209335
COX17,33.150651333333336,38.36641533333333,40.971968333333336,33.63806566666667,38.30020033333333,41.01453766666666,40.467966999999994,46.094316666666664,56.158370999999995,40.717970666666666,44.32236700000001,35.53343533333334,45.66685866666666,35.279697000000006,35.918180666666665,33.127563,33.2436575,35.83150333333334,23.260725,27.906086000000002,29.1893205
ACAD11,5.591486333333333,4.574700333333333,3.859135333333333,5.451287333333333,4.854064666666667,3.904802,4.6942656666666664,5.066762333333333,6.183775333333333,4.589680666666666,7.862656000000001,5.098335333333334,6.889980333333334,4.8562270000000005,5.430509666666667,3.1798183333333334,3.9181470000000003,5.054096333333333,4.021369,7.270302666666667,3.38149
EMG1,13.749357999999999,8.550236,8.384069333333334,7.760904666666666,8.775545333333334,6.937645,9.368136666666667,9.128932999999998,6.9079353333333335,4.668935,9.205463333333332,10.173694,13.922172333333334,15.931896333333333,11.502623999999999,12.641424666666667,9.61204,12.249935,4.41101,7.592469333333334,10.704445165
PDDC1,6.1091690000000005,6.8433193333333335,5.528552666666666,5.903365,9.916600666666666,8.191131333333333,7.166834333333334,6.292518333333334,6.323496,8.108231333333334,6.374444333333334,4.81712,6.592913,7.736343666666667,6.927929333333334,7.127353666666667,8.015646,7.932039,4.140281,5.497942666666667,7.3503686665
RP5-886K2.3,8.594427333333332,8.642673,8.080437333333334,7.996756,6.203010666666667,5.193251,8.398786333333334,7.511423333333333,6.119096,5.497523999999999,8.754953666666667,7.31642,7.211899,6.630862666666666,8.509942666666667,7.915733,6.206084000000001,8.268809333333332,5.535495,8.741322666666667,7.2911401665
ATG3,13.367736666666666,12.362677666666665,9.265332333333333,8.370415999999999,7.623684,6.601147666666667,10.120439333333332,10.755759333333335,8.553313000000001,7.283748333333333,11.978433666666668,10.999379333333332,13.057206,11.927842666666665,12.788426999999999,9.468793,9.5498595,9.202913333333333,8.37647,12.062678666666665,8.582951835
ACOX3,3.193861333333333,3.5157376666666664,2.4648213333333335,3.645372666666667,4.271108,3.8914726666666666,3.364972333333333,4.0302299999999995,3.837552,1.875883,2.9513653333333334,3.272051333333333,2.1441316666666665,4.165969,2.9228373333333337,2.7328656666666666,3.2789155,4.253955666666666,1.514308,3.068463,3.5498385
NARS2,6.898880999999999,6.614051333333333,6.380634333333333,6.678214999999999,6.977467,7.778191,7.850816666666667,6.941927666666667,9.172519333333334,9.033246666666665,10.287726666666666,6.593388666666667,7.271616666666667,5.684053333333334,6.499448666666666,6.608897333333332,4.45578,6.6766760000000005,5.991669,7.5495436666666675,4.922233
EMX2,1.1568893333333334,1.0783116666666668,1.2675766666666666,0.489247,0.8923856666666667,3.6417129999999998,9.473389666666668,7.715562000000001,9.412835666666666,2.9331080000000003,7.342208,10.508226333333333,2.3469243333333334,1.7981606666666667,0.3578763333333333,0.4435536666666667,1.9305235,5.7462729999999995,13.643874,18.784763666666667,6.115837
WDFY1,14.358841,11.129435,13.569940666666668,10.729961333333334,10.547091333333334,9.925146999999999,12.983746666666667,12.917633666666667,9.878013,9.373845000000001,15.320521333333332,11.945255666666666,9.680389,14.133169666666666,13.621175666666666,12.023690333333334,9.958254499999999,11.902919666666667,7.544281,13.618933333333333,9.365522499999999
EHD1,5.630897999999999,4.8834496666666665,6.275403,6.204076333333333,7.578385666666667,8.719986,6.757947333333334,8.099314666666666,7.7051393333333325,7.0733136666666665,4.583648,4.875637,6.703724333333334,7.977975666666667,5.957623333333333,7.945685,10.9670265,8.562475,0.034127,4.263028333333334,3.6415621665
GATSL2,9.796905666666666,14.516145666666667,8.960590666666667,8.785338333333334,10.610567000000001,10.578469666666667,11.114410666666666,9.607882,8.347648666666666,10.030980333333334,9.900515,9.7408,8.274379333333334,8.405908666666667,7.448466333333333,8.720908666666666,6.855054,11.027112666666667,9.476418,14.476007000000001,7.076128
UBE2O,9.097707999999999,11.770898666666668,9.456363333333334,8.952532333333332,10.414844333333333,10.309742,9.628948333333334,8.729313,8.691237,9.014061333333332,7.5294,9.662278666666666,6.740552666666666,7.4741420000000005,6.259402333333334,10.520060333333333,7.2519095,12.509825,8.833654,11.605404666666667,7.6401583335000005
CLMN,1.847175,1.1242596666666667,2.099255,2.389790666666667,4.168089666666666,4.373990666666667,4.061114,3.5151889999999995,3.1040170000000002,1.7180790000000001,1.3696593333333336,1.1564076666666667,1.4229216666666666,2.542313333333333,1.7576013333333333,3.213571,4.2236045,3.120027333333333,0.250933,0.8363610000000001,1.6964225
ALG8,10.235187000000002,6.300884,8.812839333333333,8.571265666666667,7.45023,8.924436333333334,9.469039666666667,9.638407,8.583972,7.034917,8.496443333333334,8.544866333333333,11.954225,11.726518666666669,11.268640333333336,10.576559666666666,10.783828,10.988861333333332,6.072325,8.450718666666667,9.882763335
NUDT14,12.514952333333332,11.091831666666666,8.123481666666667,7.018932666666667,13.776363333333334,10.997133333333332,12.181931666666665,9.274419333333332,9.938892000000001,14.547010333333333,11.875972666666664,8.839735333333332,18.504176,17.655770666666665,11.603036666666666,9.383244,13.1698845,15.563385666666667,11.760577,9.417474333333333,15.563608665
HSBP1,86.79332733333332,80.729423,63.93210399999999,77.608366,75.30427233333334,78.29287666666666,75.59693933333334,87.72234300000001,100.70760733333333,75.039019,81.33646733333335,64.079709,86.45805666666666,51.68964466666667,62.698045666666665,50.093331000000006,51.6707605,59.75330133333333,52.608196,60.372309333333334,54.392713334999996
CAP1,23.399323,21.569649333333334,18.208016666666666,15.116282333333332,13.411848333333333,14.194824333333335,17.401374,14.447661333333334,12.226196,10.979432333333335,17.92657,22.366557666666665,27.93697733333333,25.222313,25.881477,16.74314233333333,20.4974415,19.866111666666665,7.407601,19.927902666666668,17.427736165
ZFHX4-AS1,2.6178646666666667,1.3710853333333333,1.4412453333333335,3.462991666666667,2.4610923333333337,1.6255423333333334,2.9798533333333332,3.026753,2.4585786666666665,3.667417333333333,3.114285666666667,1.8225976666666668,1.5717099999999997,2.517345666666667,3.0278476666666667,1.320996,1.7907915,1.9068093333333334,0.756061,0.9051803333333334,2.2226565000000003
FBXL7,4.690573666666666,2.335668666666667,4.458118333333334,4.3598186666666665,8.660556,6.104032666666666,5.477192666666667,4.5425976666666665,2.888256666666667,3.636362666666667,3.8676263333333334,2.154783,4.454764333333333,7.154373666666667,6.175392666666666,9.020203,8.774933,6.486606666666667,2.648497,2.975119,5.1793008335
PMPCA,14.075543333333334,13.795808333333332,13.351499333333335,11.460741333333333,15.039049333333333,13.002814,15.958274333333335,13.444542,14.342472,12.267506333333335,12.613667333333334,14.761848333333333,13.304857666666669,16.261446333333335,12.248508666666666,16.239718,15.188609499999998,16.748014,8.565957,10.254410666666665,11.323272
PHF12,6.182418999999999,5.602011999999999,6.6861646666666665,5.300584000000001,5.511384333333335,5.939090666666668,6.5316963333333335,5.459761333333333,4.575764666666667,4.291471333333333,4.465620666666667,5.513220333333334,4.899719,5.793271666666667,5.068898666666667,5.510240333333333,5.1802075,7.382939666666666,3.883939,6.252139333333332,5.2383875
MGST3,36.717208666666664,32.82259166666666,21.594968666666663,33.20473233333333,44.048819333333334,30.149750666666662,31.013405666666667,36.353572333333325,42.783748,48.778516999999994,32.801348999999995,31.462440666666666,47.86052533333333,37.372433666666666,34.57391966666666,29.505590666666667,33.5816745,35.72408466666666,25.013228,24.923252666666666,34.7017775
LOC283070,4.022690666666667,5.429296333333333,2.8278323333333333,3.232564,2.4290673333333332,3.151165,5.076619666666667,4.263052666666667,4.493531666666667,2.7952053333333335,4.643201,4.860974,2.584235,2.180714,1.8746386666666666,1.5266326666666667,1.6134065,3.7425873333333333,5.825579,8.933307333333332,2.6437608335
PPP1R12B,3.1300220000000003,3.122952,2.3882143333333334,2.4125533333333333,1.4558513333333334,2.2030136666666666,2.442212666666667,2.292101333333333,1.9105859999999997,1.953843,2.2694026666666667,2.1588616666666667,1.662899333333333,1.3174533333333334,2.110338666666667,1.9363483333333333,1.4468155,2.278011333333333,1.752845,3.963912333333333,1.9412796665
DDX47,17.283733,14.228852333333336,13.190734,12.192010666666667,13.569378999999998,9.704232,15.773256333333334,16.038641000000002,11.563179,10.771141666666667,18.773942,15.386134666666669,19.821898,18.661507333333333,20.221281666666666,22.346266999999997,20.7803335,17.532348000000002,9.213829,15.852457000000001,13.110377334999999
DECR2,3.299495666666667,3.9514816666666666,4.266167,3.607549,5.009157999999999,3.848361333333333,4.210716000000001,3.313762333333333,2.309941333333333,3.476689333333333,4.080316,4.299031,5.495323,5.600870333333333,3.568538333333333,3.926667666666667,4.5694655,4.880723333333333,4.2193,3.416757666666667,2.927321
HDAC2,18.138649333333333,15.221191333333335,11.945605666666665,11.903275333333333,12.438638666666668,7.620609999999999,13.306938333333335,14.949742,10.585221666666667,13.356079333333334,23.392342333333332,14.665737,14.859038,14.315885000000002,17.965019666666667,18.352993333333334,14.0020195,14.408729666666666,14.500554,18.596459333333332,13.029443165
LOC646719,6.162696666666666,8.194437666666667,4.856039333333333,4.933628,3.5624613333333333,3.5116906666666665,3.9831990000000004,5.1603666666666665,3.045283,3.5987523333333336,4.5745059999999995,5.285109333333334,3.242077666666667,2.4889766666666664,3.1797496666666665,2.1678513333333336,1.9948365,2.7934133333333335,6.130577,6.976943333333334,2.9126865
GPD2,2.697293333333333,2.145484,2.561372,1.6273023333333334,1.9735079999999998,2.0432989999999998,2.754229,2.3240863333333337,1.751005666666667,1.238612,2.1844750000000004,1.5981393333333334,2.6088880000000003,3.7578636666666667,2.4017596666666665,1.8581346666666667,1.9701400000000002,2.3574566666666668,1.306564,2.7449429999999997,2.0076005
BZRAP1,2.466378666666667,3.7567963333333325,2.6131203333333333,2.172390333333333,4.178451666666667,3.015257666666667,3.728301666666667,3.032707,3.8104799999999996,2.030705333333333,2.130208,3.4922763333333333,1.87826,1.0844916666666666,1.998978,2.0629256666666667,3.269958,2.589966,1.482573,1.7282593333333331,2.0352449999999997
