Short Gene name,p_value w/o covariate,p_value w/ covariate
KLF10,0.371440805,0.400384975
GPR107,0.213202661,0.168613386
DNAJC3,0.201915981,0.195341823
C1QL1,0.130441684,0.106699876
NES,0.753720415,0.771455656
MEX3D,0.049042945,0.152122951
FAM57B,0.129252706,0.185332334
LPCAT4,0.529177205,0.749618584
CHAF1B,0.880515868,0.893854784
CLK2,0.838516633,0.841066694
SOX11,1.17E-28,0.086480498
CPE,0.454361162,0.424772709
SERP1,0.025445753,0.059653126
TMEFF1,0.196824382,0.223429413
TMSB15A,0.010078634,0.023478441
SRP54,0.898147363,0.856316038
CHST2,0.966186154,0.98219411
ZFPM2,0.558538599,0.479972883
PSMA5,0.010109422,0.040645378
C7orf13,3.63E-13,0.056673786
CKB,0.53429125,0.618121084
EGLN3,0.340618514,0.339517146
CDR1,0.125291976,0.226520945
CELSR2,0.423765515,0.345383376
NEDD4L,0.728463356,0.741177858
SAP18,0.113715674,0.16504642
4-Sep,0.284218841,0.346448216
RARS,0.688210314,0.69850341
GPC2,0.672167988,0.674168256
DHDDS,0.021604123,0.056507747
RIMS3,0.880277192,0.880030336
FAM211A-AS1,0.147204764,0.233351725
NCAM1,0.664614384,0.694624365
CPNE3,0.000883998,0.148005601
NDRG4,0.72262571,0.7635021
TMEM116,0.224876889,0.329232568
RUSC1,0.675473173,0.747424143
FADS3,0.486107231,0.416650604
TMA16,0.100672,0.086077618
USP21,0.724281605,0.742029255
KRT10,0.416327623,0.480939351
MAPK8,0.366492106,0.495473465
KLHL42,0.53707459,0.567074366
NR2F1,0.001527177,0.140895912
SSX2IP,0.062089976,0.058865286
SLC25A26,0.005942697,0.047061082
SMC5,0.000108493,0.026218142
KCNG1,7.93E-05,0.019491553
XBP1,0.803342621,0.775573884
GCA,0.076785911,0.091537397
SDF2L1,0.36068717,0.476611966
EFNB2,0.88210492,0.906698077
BTBD2,0.790971378,0.784017985
DZIP1,0.627852226,0.622974671
LINC00263,0.668306132,0.699909271
SNORA84,0.197385294,0.306759065
PGRMC2,0.310583674,0.33116411
RINT1,3.10E-60,1.57E-08
SLC5A12,0.750811455,0.71118612
PHF21B,0.204107957,0.166090697
FKBP9,0.046010942,0.061786326
PPP1R1A,0.686647998,0.6616911
ZNF562,0.103637132,0.159758803
SEMA6C,0.049465437,0.111522676
FDPS,0.411367241,0.32647168
HEIH,0.422627747,0.409545798
ACLY,0.201380212,0.317632596
NOL10,0.735959468,0.720163812
ALKBH2,0.306877329,0.30266621
DPH6,6.83E-10,0.000494958
CRMP1,0.40755398,0.374584172
ANKFY1,0.087690997,0.104949162
TUBB2A,0.749803444,0.658922968
MAST1,0.631412767,0.719682626
GAS5,0.278003847,0.295215978
CTSV,0.956501081,0.938554455
PPP1R1B,0.00020621,0.001542206
RP11-453F18__B.1,0.099932982,0.218813158
EPB41L4A,0.886494521,0.89161968
CDK9,2.21E-11,0.594234315
WRN,0.124756425,0.11843554
VIMP,0.518136358,0.50981073
TMF1,0.167942098,0.221167626
COPB2,3.76E-20,0.519112815
ABCC9,0.02478264,0.073795681
CIR1,0.015449236,0.038048716
LOC101927720,0.034508583,0.095667377
GPC4,0.938892194,0.93373997
RRP7B,0.99927357,1
LOC101926895,0.425443398,0.387601219
COG3,0.013403916,0.03152675
PREX1,0.350765371,0.422332628
DLGAP4,0.09612268,0.09211736
GDPD5,0.0091232,0.003238421
MFSD10,0.001181031,0.045200863
TYW1,0.281590295,0.287901069
NEFM,0.462777553,0.488847978
FAM69B,0.000136894,0.007661494
LZTS3,0.298375953,0.294680971
IRX2,0.610540917,0.590856474
HES6,0.009556323,0.132002964
DIS3,1.84E-06,0.02506742
MAP6,0.176049107,0.181907107
METTL1,2.67E-06,0.000309588
CCDC92,0.294054527,0.329158601
OSBP,0.822651649,0.852968801
SDC3,1,0.940724736
CRABP1,0.341491117,0.43174578
PPP1R14B,0.000370449,0.012615458
NBL1,0.676669211,0.685816005
SACS,0.338911666,0.311187474
CACNA1H,0.55412866,0.564355165
GORASP2,0.768958801,0.744559343
NDUFA10,0.353421626,0.477205825
KIF21B,0.905120188,0.90950565
ZNF585B,0.119621176,0.251211052
SUGT1,1.15E-09,6.79E-05
HERPUD1,0.338787039,0.402037442
SNORD116-15,0.748788699,0.723281864
UROS,0.492812351,0.415582358
ALKBH3,0.675320737,0.681829048
BCLAF1,0.000975836,0.037909354
TFRC,1,1
OGFOD1,0.961382234,0.9595613
HMGN2,0.413611042,0.424374029
MED6,0.078572916,0.06717814
GOSR1,0.001316086,0.019262825
MLLT11,0.155024548,0.278689385
AUTS2,0.01523093,0.274244297
TRIM36,0.152789307,0.143438654
CYTH3,2.47E-14,0.285961185
MRPS28,1,1
INSM1,0.920717281,0.927589769
DNAJB11,0.135205158,0.350653518
EBNA1BP2,0.776625842,0.777829114
CPT1B,0.892669932,0.885103644
ATXN7L2,0.604208848,0.591792281
SLC35E2B,0.669665947,0.624214652
YKT6,0.378405214,0.46436686
KCNQ2,0.684427718,0.732828942
PRKACA,0.000117619,0.007207591
TOMM6,0.051136397,0.04578719
SDE2,0.438308066,0.419986272
TBPL1,0.00037509,0.001684892
HSPA12A,0.212162615,0.207226741
LOC642852,5.95E-06,0.000365725
KIAA1211,0.652465518,0.655316171
XPO4,1,1
UBQLN4,0.389486765,0.326652739
RUNDC3A,0.02210887,0.248213627
FGFBP3,0.146597671,0.204844275
CLSTN1,0.96107124,0.957171155
SUMO2,0.93258074,0.929382406
LARP1B,1,1
GOLGA5,0.207082617,0.26619859
CCDC50,0.888437056,0.880076019
BAHCC1,0.007179239,0.003098878
ZNF528,0.009733703,0.03966335
CHMP4A,0.734902159,0.751820801
CREB3L4,0.043747832,0.043634315
HLCS,0.106207375,0.049871087
TANK,8.05E-144,0.014081705
FBLL1,1.88E-05,0.005758277
ARHGAP35,0.313161289,0.357758746
MAMDC4,0.803838572,0.804370506
KIF3C,0.441169293,0.390348898
NUDT4,0.759534249,0.739867025
PLP1,0.214263368,0.228537438
MORF4L2,0.247815915,0.265310065
AMER2,0.265147765,0.24309876
OGG1,0.3042136,0.269080292
HKR1,0.469364748,0.531086357
EEF1B2,0.228815735,0.373911096
MTCH1,0.158636307,0.171068992
CDH10,0.237819334,0.230751355
ACBD3,0.000137583,0.000589191
PSMA3,0.178820897,0.26946781
GPM6A,0.468625345,0.580595965
PNMA3,0.731386171,0.7498788
PEBP1,0.728995467,0.699574323
EEF1A2,0.635218126,0.602897237
LRWD1,0.018157602,0.068154502
MDM2,0.161850337,0.116188538
IRAK1BP1,2.00E-07,0.010232365
SRRT,0.001675081,0.016240425
MPP5,0.764728715,0.690854125
SYNGR1,0.933337625,0.930601245
PAICS,0.468241526,0.538454127
ZNF536,0.000141721,0.069128894
EBF1,0.219423407,0.230410633
ABCA2,0.629265028,0.643781262
PSMD14,0.059532146,0.09833668
BTG3,0.32877191,0.347548909
PNMAL1,0.366457379,0.327240156
CDYL,0.557408911,0.629272366
GNL3,0.187823215,0.245696479
RTN1,0.41392247,0.555404936
SNORD116-16,0.502863155,0.525287631
ZNF44,0.197807564,0.232897625
PTPRS,0.093938682,0.132263218
BMP2,0.293690884,0.296499065
C7orf55-LUC7L2,0.544249801,0.587296091
LINGO1,0.056665581,0.062466719
LOC100419583,0.711933133,0.685136913
METTL10,0.383090749,0.36663748
UBE2D4,0.47569936,0.453517824
RPL21,0.168389001,0.099368454
PNMA1,0.423510241,0.444314826
CHST1,0.149832191,0.184527666
PSMA6,0.112322005,0.113114386
PI4KAP1,0.880113368,0.866699263
TULP3,0.540552137,0.528402349
ZIC3,0.001872258,0.008520532
SERPINI1,0.649044046,0.660733178
SPDL1,0.923734255,0.927586334
PSMB7,2.17E-06,0.781846685
SEC61G,0.001599626,0.043836077
FIGN,1,1
LPAR2,7.39E-05,0.008392462
PALM,0.388038723,0.354248212
FBXL16,0.977184163,0.977114833
BRSK1,0.561036635,0.569831846
LRRC59,0.27501454,0.21669464
COTL1,0.555251003,0.535836436
LOC100379224,0.004713343,0.013852305
TIMM21,0.986268324,0.986061291
FBXO31,4.71E-08,0.014625105
PARN,1.01E-06,0.002908241
LLPH,0.36792416,0.361257837
LPPR3,0.790238313,0.809253606
P4HB,0.010636954,0.042995674
SLC41A3,1,1
STX4,0.867380691,0.850062893
IGLON5,7.63E-07,0.006316695
HNRNPA1,0.231253921,0.205397188
AP3B1,0.093903414,0.122969467
CHCHD7,3.50E-05,0.141704066
SOGA3,0.010125222,0.13880381
RPL9,0.017960801,0.05155665
EIF5A,0.27976252,0.266110967
FAM222B,0.677673832,0.74934812
COPZ1,0.769815607,0.755943788
CASP3,0.282057449,0.298095384
RPL36AL,0.316275902,0.373622726
C16orf45,0.798099177,0.812853674
FAM171A2,0.679194905,0.695500758
DAGLA,0.824735756,0.801179557
NSMCE1,0.421309902,0.403228039
PRMT10,0.306832633,0.310885462
SAT2,0.872871499,0.888431555
NUCB2,0.729675145,0.681202071
MAP3K13,0.523838403,0.582432808
OSER1-AS1,0.493770059,0.400845661
CLSTN3,0.068979861,0.040216131
LINC00506,0.313506164,0.278340664
DUSP6,0.570017795,0.633855821
CDC40,0.953069612,0.976437176
DTX4,0.899385567,0.90287237
TCF12,0.023739605,0.476589679
SPRED1,0.955276001,0.952086582
CREB3,0.001374295,0.101273321
FBXO10,0.257784261,0.254871573
SSBP1,0.548524342,0.542635558
CACNG4,0.379226676,0.47272914
SENP2,7.74E-129,0.010539773
SEC13,0.288156672,0.276704131
SCFD1,0.023571782,0.018422583
MEX3A,0.388670855,0.415654011
MARCKSL1,0.309627071,0.33630436
PRPSAP1,4.27E-12,0.024435161
ZNRF1,0.091848433,0.155114874
RPL28,6.67E-05,0.004373712
ARPC5L,0.774199486,0.737557679
NFE2L2,0.834530434,0.838953643
TMEM55A,3.40E-05,0.548360875
PPAPDC2,0.111634013,0.07478748
USF2,0.792449941,0.848149968
FANCF,0.226197967,0.274969975
REEP2,1,1
PCDHGB7,0.537410508,0.544960014
SLC25A29,2.24E-05,3.87E-05
3-Sep,0.963944623,0.956058666
BNIP2,0.397084072,0.447708445
ARFGAP3,0.317729671,0.284130779
ALYREF,0.650037524,0.647844003
SLC17A5,1.98E-13,0.000446793
UPF3A,0.000285308,0.011630805
SBK1,0.338243401,0.500009794
NRARP,0.097756322,0.090408569
MTSS1,0.872483851,0.884668215
UG0898H09,0.9483592,0.946939827
PTPLB,0.079126613,0.128946446
MEGF8,0.396984959,0.476956684
MRAS,0.229911778,0.548331676
NOP58,0.198782218,0.245465984
6-Sep,0.170591197,0.148197197
KDELR2,0.016909944,0.073592462
NCS1,0.08972524,0.13513973
FBXW8,0.89855815,0.923733691
HSPA5,0.154143641,0.326286444
FAM53C,0.307831807,0.408767105
TXNDC11,0.38135705,0.375365757
CERS5,0.516140046,0.485971784
TYMS,0.036122299,0.032863306
C1orf27,0.576474661,0.596620784
RALGDS,0.215258614,0.228775866
ACADVL,0.043450475,0.036045588
SCARNA7,5.83E-06,0.009503631
PODXL2,2.91E-05,0.004061971
ADSL,0.712907232,0.716643455
HIST1H3A,0.005956188,0.018294064
TPM3,0.932361979,0.945554544
DRG1,0.865160049,0.867781331
ZNF862,0.253197432,0.227997588
SNORA71D,1,1
ZNF77,0.200520692,0.229517616
NFE2L3,0.302641763,0.2993405
NXF1,0.180438953,0.194856308
PCSK5,0.334023977,0.372089141
RDH13,0.000937993,0.034619198
FH,0.655390941,0.655424609
OSGEP,0.707190104,0.712550103
LARP7,1,1
DCLK1,0.712710622,0.692753756
NHP2L1,0.075882606,0.044487661
SNORD116-20,0.453138908,0.568628574
TRAK1,0.636683006,0.651579675
P4HA1,0.123426518,0.113405318
SYF2,0.093161347,0.176866086
HSPB2,0.897053834,0.907713098
DNAJC25,0.614686873,0.594998082
NKD2,0.999956151,1
BIN1,0.857157444,0.831310585
LRIF1,0.797543635,0.794986025
SLC35F1,0.78297229,0.794945143
FRMD4B,0.033031378,0.108280747
RIOK2,3.48E-05,0.001233492
LINC01000,0.951341465,0.862729631
KRR1,0.001649672,0.285627503
ZNF608,0.002483889,0.007851018
ZBTB10,0.015421787,0.062213666
RIMS4,1.05E-42,0.000102173
UAP1,0.744947843,0.837786433
GPRIN1,0.000179696,0.883067772
ZFAS1,0.031632355,0.088512586
RND2,0.538112511,0.52931541
SND1,0.052666055,0.095120701
RAB3B,0.51268196,0.535360404
OLFM1,0.791850865,0.799651041
KIF1A,0.119179568,0.155922705
DOC2B,0.002587788,0.044258831
HOMER2,0.786021321,0.801085273
MSI1,0.636612922,0.658945126
CYTH2,0.000557685,0.026086512
ADD2,0.387071107,0.418135236
RAMP1,0.893231004,0.886864231
NBPF8,0.950018581,0.936759829
RUNDC1,0.806067772,0.794193322
COL11A1,0.010828724,0.321339434
AMD1,0.904577757,0.893729222
LSM11,0.902606657,0.902782677
TXNL4B,0.815245023,0.807116403
MFSD1,0.533170017,0.59457257
KCTD17,0.879859478,0.885959041
HEATR3,0.873542002,0.876934869
DAD1,0.528553903,0.550900964
LRRC1,0.148664476,0.250922608
MAP4K4,0.780587629,0.78195765
PES1,0.874606903,0.876251569
ZNF232,0.04347152,0.020363912
DPY19L3,0.805147637,0.780224063
SOX4,0.770382397,0.758051424
ATG7,0.208554079,0.374557951
TMEM170B,0.517057857,0.50485322
ADAMTS2,0.593852677,0.537882668
KCNK15,0.830925945,0.825541007
MALSU1,0.247550384,0.177981894
APC2,0.926279066,0.936894712
RGAG4,0.703974401,0.679380849
DPYSL4,0.634329856,0.639082254
DLL3,0.084740879,0.216647187
TMEM200C,0.178355151,0.404269391
STX1A,0.775543247,0.770237414
CELF3,0.130441684,0.263933466
FOXH1,0.410763839,0.429008063
CNTFR,0.718887317,0.696758877
CRELD2,0.356762033,0.316905389
SCFD2,0.422914845,0.451710513
TAGLN3,0.589321947,0.609479452
NME1-NME2,0.105504619,0.110074407
COG1,8.72E-05,0.008377666
RPL13AP20,0.220845626,0.263985815
RPL23AP53,0.870329308,0.817441741
LAP3,0.620311095,0.668484985
CDKN2D,0.949727581,0.94529038
NNT-AS1,0.006771862,0.045647289
TCEAL7,0.133060633,0.316923271
GIGYF1,0.016649652,0.028757285
SHFM1,0.710438981,0.69296171
LPAR3,0.112562113,0.149669403
FASN,0.430352596,0.496193023
SLC37A1,0.846284043,0.832963726
ILDR2,0.777540487,0.771402804
TMCO1,0.02972244,0.13233294
PHLDB1,0.410776253,0.422517913
AKR1C1,0.037753061,0.06108777
BCR,0.463685357,0.4603314
COPA,0.166430856,0.245611612
KIF5A,0.277931896,0.396410304
SAR1B,0.138896618,0.274546652
AP3B2,0.28303625,0.266901525
LUC7L3,0.659095295,0.688996315
TXNIP,0.731579759,0.701139898
PIBF1,0.007006976,0.009079657
OCA2,0.883581478,0.872883244
TPMT,0.15951163,0.262370766
TMEM44,0.252417331,0.281911621
AKAP8,0.722944458,0.674908796
SNHG16,0.980689231,0.980629116
CASK,0.694497188,0.616658038
CINP,0.120217802,0.176940746
ST6GAL1,0.452797301,0.440351925
PTRH2,0.757796186,0.794518979
JMJD6,0.012618187,0.244619016
PYGO1,4.15E-05,0.000859771
ACO1,0.715188145,0.708444442
MN1,0.476891257,0.416824549
PLSCR1,0.00508536,0.022484945
DLD,0.924797287,0.918510329
LINC00869,0.056187706,0.291360639
RABL3,0.31913373,0.283179417
ZSWIM5,0.378307232,0.434905058
SMYD4,0.07517423,0.070318483
DERL2,0.455422888,0.441970363
MRPL30,0.284692195,0.229154285
RBM12B,0.623551137,0.609012545
EVL,0.341979759,0.363143366
NOC3L,0.014426612,0.778127183
PLA2G4B,0.766573848,0.761198207
RPL24,0.436789677,0.426890893
TUBE1,0.047254596,0.048923009
COPB1,0.868331481,0.878057537
5-Sep,0.956618858,0.960490055
PRRT2,0.519057522,0.492666258
ZNF207,0.407497977,0.480167922
GTF2IRD1,0.019161397,0.072710941
ZNF217,0.008261995,0.0320458
GINS1,0.30636146,0.262271123
WARS,0.020889037,0.00948287
LOC100288152,0.885882543,0.884120284
C19orf48,0.851228467,0.869645565
PACS2,1.60E-10,0.000246351
TP53I11,0.979386868,0.979431682
SYT4,0.819856517,0.828843034
COL26A1,0.057548582,0.056006474
USP14,0.131981867,0.095064373
PEX11B,0.060169576,0.047713598
PGAM2,0.181932426,0.253361627
CSRP2,1,1
ZC3H7A,0.701177403,0.681304676
SALL2,0.000572538,0.043621271
HERC2P3,0.006998958,0.022948041
PNPT1,0.992372052,0.99241319
TMEM87A,0.40015451,0.426385968
MANF,0.284929992,0.334710296
WIZ,0.134310741,0.18125926
CNOT2,0.806624714,0.82974611
SNX18,0.001902458,0.74803508
EAPP,0.271998107,0.366250351
GDAP1L1,0.006215835,0.046212283
HDAC3,0.996022469,0.994811911
OLFM2,0.159769336,0.170225509
CRIP2,3.26E-10,0.000551408
PAPSS2,0.572599272,0.614399006
P2RX3,0.025816922,0.12830346
FBXL6,0.004735188,0.030915161
MAPK8IP2,0.101080122,0.135611651
NAT10,0.52787353,0.476654268
GPCPD1,0.956095112,0.955125133
GALNT14,0.089128642,0.084832918
PDZD4,0.528820507,0.46923103
TFG,0.002638725,0.037769902
NIFK,0.353959725,0.409314378
EIF4H,0.196824382,0.209132007
CCDC47,0.252610058,0.314601648
TSPYL4,0.392110324,0.35664287
SUCO,0.339907265,0.459168824
U2AF1,0.333123982,0.319164439
TRIAP1,0.840198405,0.82674468
TUSC3,1,1
LPPR1,0.933405471,0.917898822
WNT8B,0.012031986,0.032670188
TIMM23,0.364389831,0.516643161
ZCCHC14,0.775704858,0.778361792
ORC5,0.019300044,0.061996335
STMN4,0.204379185,0.182283691
TASP1,0.698831989,0.673367675
FAM114A2,0.641784876,0.614491745
SULF2,0.530469461,0.542656103
TATDN1,1,1
EIF2AK3,0.048025093,0.020264893
CBL,1,1
ATPIF1,0.205447495,0.287381208
ECD,0.749657892,0.746313681
GUSB,0.065460236,0.119844183
LINC00342,0.457083435,0.460863788
SLC35E1,0.288806684,0.346839905
GOLGA3,0.877644445,0.924539678
PARD3,0.626210819,0.575924514
GUCY1A3,0.208426047,0.164870181
NIPAL3,0.000491724,0.002459357
ATCAY,0.705820289,0.688411632
MMP11,0.883142707,0.884617434
ELN,0.006913342,0.034503634
POMT1,0.847193596,0.825475144
CAMTA2,0.834530434,0.835444056
EIF4E2,0.032432955,0.085391662
LINC00152,2.60E-22,1.64E-05
CASP2,0.673419367,0.666553776
GPR173,9.85E-06,0.038902636
RAB6B,0.846798505,0.820309373
UBC,0.069839458,0.090958995
TMOD2,0.034234935,0.04885657
AKR1A1,0.119206912,0.24225138
SCG3,0.154347578,0.148850646
MRPS35,0.010151199,0.015215688
ID4,0.94633228,0.948926311
SLC35B1,0.166089586,0.260474722
VPS26A,0.216723596,0.225222903
AATF,0.332613339,0.348423506
PNMAL2,0.9629402,0.962756033
FOXK2,2.62E-05,0.001889849
IMPAD1,0.940738843,0.884160285
IPO11,0.022205899,0.117520853
EDA2R,0.989490361,0.987683406
COPS3,8.98E-85,2.46E-06
NCK1,5.67E-06,1.40E-05
GDI1,0.010486245,0.03344359
RFC2,0.329173737,0.24916331
UXT,0.03368596,0.124644976
PCDH1,0.527625694,0.546557795
EPS15,0.016848023,0.027903894
KLF7,3.74E-05,6.89E-05
YIF1A,0.790496014,0.772340187
FGGY,1,1
RAC3,0.001966489,0.024684572
FAF2,0.518168175,0.434311864
LRRC42,0.877754202,0.85849349
ZCCHC4,0.932522057,0.930578865
CLASP2,0.006148759,0.041746245
EIF4A1,0.018160645,0.051894698
PLXNA1,0.724762788,0.772540704
COL12A1,0.654599936,0.599873861
YIPF5,0.683756404,0.600226999
PKIB,0.014574225,0.082742625
ACTL6B,0.429767114,0.390110699
ANAPC5,0.005459407,0.058814554
WBSCR22,1.54E-07,0.000938607
AKAP8L,0.369980459,0.377314469
C1QL4,0.705346611,0.738269426
COG6,0.205840101,0.225705879
RBM5-AS1,0.867887992,0.858379734
PGM2,0.00075951,0.00180058
DYNLRB1,0.125193687,0.13845141
EXOSC6,0.45935407,0.446729583
LOC728554,0.001562511,0.001742302
TSKU,0.112863323,0.059981232
DPYSL2,1,1
IMPACT,0.858321544,0.816482433
STT3A,0.15673841,0.284372032
RPLP0,0.53258793,0.539925626
RAB15,0.847093996,0.829277563
CLTC,0.981098997,0.981230992
RWDD2B,0.965732193,0.964275007
MARCKS,0.641784876,0.620187654
TSR1,0.481994378,0.433310124
WDR20,0.049032717,0.07642261
USP42,0.427780823,0.723961723
NACAD,0.158419981,0.211732651
FBXL19,0.705346611,0.722933334
SF3B4,0.646752105,0.625968822
UBTD2,0.007940171,0.038122589
C1QTNF4,0.136154007,0.126115046
PTBP3,0.179192305,0.292135721
SLU7,0.955831542,0.895605351
GRIK5,0.51762072,0.502226429
DLG4,0.022134212,0.007805466
RENBP,0.122885405,0.13649241
PELI1,0.683963598,0.66084096
ZW10,0.508412102,0.570386051
CDK5RAP1,0.189808457,0.17088438
AQR,0.003430433,0.02092887
HEBP1,0.622742161,0.617580392
CEP68,0.802584284,0.780991821
ZNF697,0.008258226,0.014200105
SIK3,0.023000256,0.012689422
FAM219A,0.602050363,0.589188446
SRPR,0.548814082,0.529846653
MCEE,0.774320507,0.772411629
STOX2,0.003146455,0.019060642
EMC7,0.784727574,0.773905893
ADAM11,0.503515377,0.402837273
ELAVL3,0.184357203,0.252423158
PDHX,0.984542257,0.981886904
GSPT1,0.771726117,0.819606271
GALNT9,0.395048301,0.512070626
STMN1,0.881570775,0.866131993
MUSTN1,0.474671925,0.436269397
C17orf70,0.337490414,0.314613539
NDUFS1,1,1
HSDL2,0.237711972,0.197552856
SAMD11,0.171527579,0.172686563
PLEKHG5,0.442042007,0.399928978
ALG8,0.355909415,0.384333533
LGALS3,0.002246137,0.030613942
SNAPC3,0.856082487,0.84955809
SDSL,0.171252874,0.196292953
MTSS1L,0.430425088,0.364029146
VPS37D,0.000190067,0.008292704
DNTTIP2,0.486102621,0.509671049
LPIN1,0.171159554,0.203399767
CALCOCO2,0.009976852,0.009154944
GALNT1,0.408215687,0.383019812
RCOR2,0.778777424,0.749629807
IRF2BP1,0.559178824,0.53165639
XPNPEP3,0.741783184,0.729907398
