Short Gene name,p_value w/o covariate,p_value w/ covariate
TUBB2B,0.879376193,0.865292905
GCNT1,0.127750047,0.123075653
AES,0.580329611,0.568864892
CLINT1,0.942981778,0.936762222
CNRIP1,0.382102269,0.462171611
ATP2B4,0.505596355,0.509253363
GNG3,0.82763925,0.879296563
N4BP3,0.063241137,0.103838835
TUBB3,0.585674436,0.551722191
CLIP3,0.875136968,0.876102246
ABR,0.601920998,0.610864808
RPF2,0.715121486,0.703341238
H2AFY2,0.896571784,0.926740631
TACSTD2,0.936573034,0.937526294
SEC23IP,0.553601918,0.541643835
SRP68,0.411797895,0.359970902
PRDX2,0.6516189,0.774270387
NEFL,0.850971265,0.877295469
URB1,0.050268148,0.075458465
XKR4,0.575420825,0.603498887
MIR100HG,0.638494371,0.629922132
RFTN2,0.357112556,0.356124186
NDNL2,0.771683961,0.694084511
UGDH-AS1,0.820719618,0.741771042
FAM222A,0.513192177,0.519713494
KLF10,0.536717013,0.574859607
GPR107,0.411797895,0.401658878
DNAJC3,0.185449408,0.171995312
C1QL1,0.97827113,0.984854504
NES,0.099555407,0.115271779
MEX3D,0.00283959,0.030039245
FAM57B,0.372715309,0.403507263
LPCAT4,0.088885459,0.367642239
CHAF1B,0.508954625,0.642564342
CLK2,0.381912807,0.354416664
SOX11,4.26E-17,0.281169317
CPE,0.847437261,0.855650232
SERP1,0.534983746,0.539407661
TMEFF1,0.810122423,0.800032427
TMSB15A,0.991692911,0.999745812
SRP54,0.650105491,0.593355679
CHST2,1,1
ZFPM2,0.780115361,0.7698704
PSMA5,0.469563538,0.469311401
C7orf13,0.001026813,0.404270396
CKB,0.628502689,0.653763298
EGLN3,0.856201909,0.847942803
CDR1,0.645298307,0.642690977
CELSR2,0.85104679,0.926478451
NEDD4L,0.168781033,0.234312379
SAP18,0.896359345,0.888745552
4-Sep,0.41194517,0.425755716
RARS,0.325157564,0.345652207
GPC2,0.258710447,0.270794665
DHDDS,0.422597878,0.439487576
RIMS3,0.724764485,0.713328725
FAM211A-AS1,0.94142117,0.942761536
NCAM1,0.378867848,0.412191832
CPNE3,3.48E-08,0.015626565
NDRG4,0.549925284,0.610668595
TMEM116,0.43910623,0.465707806
RUSC1,0.423940096,0.562063239
FADS3,0.899242456,0.859825839
TMA16,0.37818448,0.414688874
USP21,0.622926127,0.62858559
KRT10,0.694392537,0.699178195
MAPK8,0.363506142,0.530840704
KLHL42,0.795623665,0.799543638
NR2F1,5.47E-06,0.024471385
SSX2IP,0.156856012,0.220724602
SLC25A26,0.267721897,0.400128209
SMC5,0.16956179,0.532660188
KCNG1,0.019766427,0.122011519
XBP1,0.845514368,0.842632196
GCA,0.210835365,0.258310918
SDF2L1,0.352590508,0.479262929
EFNB2,0.566095008,0.597834376
BTBD2,0.730571269,0.726116629
DZIP1,0.573370206,0.566095848
LINC00263,0.572368559,0.619935585
SNORA84,0.734752921,0.758169081
PGRMC2,0.833142616,0.817654518
RINT1,0.798391502,0.851687161
SLC5A12,0.990413811,0.982237437
PHF21B,0.795432779,0.775043129
FKBP9,0.13839384,0.21015503
PPP1R1A,0.701420496,0.666730029
ZNF562,0.858247179,0.863285133
SEMA6C,0.552741599,0.578946941
FDPS,0.726526367,0.689495111
HEIH,0.829840888,0.816921987
ACLY,0.059041773,0.124696236
NOL10,0.729734911,0.721148176
ALKBH2,0.727234688,0.704462799
DPH6,0.63063071,0.66123401
CRMP1,0.313534599,0.314439523
ANKFY1,0.881491207,0.872157845
TUBB2A,0.446241428,0.42804256
MAST1,0.639713497,0.697123466
GAS5,0.701667919,0.699162887
CTSV,0.429534297,0.457822506
PPP1R1B,0.833142616,0.844624796
RP11-453F18__B.1,0.049070857,0.184056087
EPB41L4A,0.433183128,0.433107644
CDK9,0.001737714,0.578669607
WRN,0.44520747,0.422710522
VIMP,0.613720145,0.60018557
TMF1,0.898725014,0.898996221
COPB2,1.46E-49,0.254414493
ABCC9,0.270906811,0.3445263
CIR1,0.78244083,0.783283609
LOC101927720,0.274488219,0.311768164
GPC4,0.9525442,0.95358779
RRP7B,0.357699651,0.466627049
LOC101926895,0.790502345,0.780454669
COG3,0.77580076,0.799935236
PREX1,0.833763255,0.847748327
DLGAP4,0.046627004,0.068550314
GDPD5,0.296066553,0.259804272
MFSD10,0.310634195,0.510809832
TYW1,0.785283688,0.782501647
NEFM,0.820702179,0.826292378
FAM69B,0.867665103,0.878547221
LZTS3,0.78262445,0.760430793
IRX2,1,1
HES6,0.088108505,0.268348745
DIS3,0.963694156,0.958257852
MAP6,0.815586111,0.813624349
METTL1,0.140746832,0.218244238
CCDC92,0.811093184,0.797118388
OSBP,1,1
SDC3,1,1
CRABP1,0.450589314,0.51826649
PPP1R14B,0.007726691,0.122445607
NBL1,0.849491409,0.853855991
SACS,0.872793162,0.866469495
CACNA1H,0.78508496,0.764130276
GORASP2,0.647187283,0.618774438
NDUFA10,0.767846208,0.817773023
KIF21B,0.868026825,0.867667686
ZNF585B,0.907590575,0.954820549
SUGT1,0.002297234,0.007926534
HERPUD1,0.447873475,0.473158659
SNORD116-15,0.981156081,0.974283748
UROS,0.853586835,0.823513872
ALKBH3,0.775107136,0.760865893
BCLAF1,0.000913291,0.008190307
TFRC,0.535627059,0.527274339
OGFOD1,0.603140945,0.577634053
HMGN2,0.953575358,0.959416174
MED6,0.817733829,0.814108924
GOSR1,0.123886145,0.113860025
MLLT11,0.363507828,0.438258346
AUTS2,0.29964665,0.719132141
TRIM36,0.335562148,0.362777555
CYTH3,0.000340434,0.451970951
MRPS28,0.732156124,0.707517377
INSM1,0.803748953,0.809918661
DNAJB11,0.73764281,0.811590801
EBNA1BP2,0.997340152,0.997509946
CPT1B,0.949528884,0.943519416
ATXN7L2,0.955251032,0.945372148
SLC35E2B,1,1
YKT6,0.936946445,0.94347359
KCNQ2,0.408893104,0.501660085
PRKACA,0.01099963,0.025462526
TOMM6,0.866060699,0.864334709
SDE2,0.599591217,0.596463106
TBPL1,0.192668272,0.3213855
HSPA12A,0.971137412,0.958435668
LOC642852,0.853930034,0.871405074
KIAA1211,0.574933083,0.609931635
XPO4,0.790854923,0.747745877
UBQLN4,0.913933396,0.897395235
RUNDC3A,0.552368563,0.841799924
FGFBP3,0.956593574,0.96493282
CLSTN1,0.487572209,0.420682689
SUMO2,0.981177863,0.999401545
LARP1B,0.25718026,0.193855335
GOLGA5,0.465385474,0.546911679
CCDC50,1,1
BAHCC1,0.153980246,0.122170707
ZNF528,0.735892334,0.707807908
CHMP4A,0.620128014,0.636531644
CREB3L4,0.756975566,0.733456774
HLCS,0.736666277,0.710074576
TANK,7.38E-138,0.00133366
FBLL1,0.29764106,0.328163545
ARHGAP35,0.389228116,0.452763325
MAMDC4,0.724062936,0.710726169
KIF3C,0.633974333,0.579885244
NUDT4,0.007612597,0.009052408
PLP1,1,1
MORF4L2,0.720274844,0.702219561
AMER2,0.781645834,0.78879325
OGG1,0.769876895,0.779138109
HKR1,0.824266061,0.800835453
EEF1B2,0.393403241,0.527671266
MTCH1,0.343620412,0.32530713
CDH10,0.83093394,0.827479465
ACBD3,0.230557348,0.280094786
PSMA3,0.278293149,0.319481917
GPM6A,0.2183607,0.30037595
PNMA3,1,1
PEBP1,1,1
EEF1A2,0.979007932,0.948019575
LRWD1,0.324311928,0.357503649
MDM2,0.424694026,0.431347093
IRAK1BP1,0.02272543,0.157907727
SRRT,0.837403082,0.842248558
MPP5,0.879499771,0.870069102
SYNGR1,0.950562259,0.946059719
PAICS,0.89475831,0.914379497
ZNF536,0.001942846,0.064026614
EBF1,0.326530384,0.370050128
ABCA2,0.996502771,0.995441799
PSMD14,1,1
BTG3,0.925859034,0.926780578
PNMAL1,0.504786959,0.499112675
CDYL,1,1
GNL3,0.803953743,0.799379783
RTN1,0.060189019,0.163575318
SNORD116-16,0.30409307,0.28777336
ZNF44,0.916205376,0.902543789
PTPRS,0.366961718,0.374323846
BMP2,0.793218423,0.79871302
C7orf55-LUC7L2,0.014443517,0.052709686
LINGO1,0.01501958,0.044448388
LOC100419583,0.235015854,0.215646655
METTL10,0.971137412,0.931866935
UBE2D4,0.653025071,0.641872286
RPL21,0.848575247,0.837891294
PNMA1,0.294512451,0.360034193
CHST1,0.159820839,0.250355863
PSMA6,0.854515459,0.84209512
PI4KAP1,0.690601708,0.664815759
TULP3,0.376475177,0.36350156
ZIC3,1,1
SERPINI1,0.70506985,0.69311549
SPDL1,0.257658382,0.324119515
PSMB7,0.01205553,0.644572745
SEC61G,1,0.99437347
FIGN,0.745941239,0.733431154
LPAR2,0.163593678,0.310596592
PALM,1,1
FBXL16,1,1
BRSK1,0.434030344,0.435489711
LRRC59,0.375072011,0.340977202
COTL1,0.96851509,0.961936674
LOC100379224,0.212221694,0.274871453
TIMM21,0.752826267,0.754120964
FBXO31,2.63E-05,0.031624692
PARN,0.691690904,0.751792713
LLPH,0.593682445,0.583208295
LPPR3,0.727795406,0.753032478
P4HB,0.032013445,0.121672117
SLC41A3,0.844213487,0.845596506
STX4,1,1
IGLON5,0.339709379,0.461311921
HNRNPA1,0.390828242,0.391308029
AP3B1,0.945293334,0.943396151
CHCHD7,0.013674295,0.331031804
SOGA3,0.160860651,0.382046012
RPL9,0.697722351,0.708826166
EIF5A,0.622286268,0.613796074
FAM222B,0.585609727,0.675551428
COPZ1,0.725747488,0.701681497
CASP3,0.446241428,0.431072506
RPL36AL,0.468720433,0.454290161
C16orf45,0.733737536,0.71716578
FAM171A2,0.793531236,0.789617756
DAGLA,0.866313793,0.850367925
NSMCE1,0.840487635,0.83414191
PRMT10,0.452089615,0.461772733
SAT2,0.53636169,0.589475345
NUCB2,0.68289208,0.638471777
MAP3K13,0.824790026,0.82984293
OSER1-AS1,0.758424336,0.723696738
CLSTN3,0.429928715,0.408463221
LINC00506,0.621596054,0.592783535
DUSP6,0.934614464,0.939816259
CDC40,0.000515181,0.023389138
DTX4,0.605297088,0.619449178
TCF12,0.001010826,0.390112072
SPRED1,0.938441396,0.92416088
CREB3,0.004161976,0.254578282
FBXO10,0.794323318,0.779709115
SSBP1,0.878210336,0.874116639
CACNG4,0.855376449,0.882800763
SENP2,1,1
SEC13,1,1
SCFD1,0.055840416,0.083957798
MEX3A,0.28661724,0.321981179
MARCKSL1,0.465354899,0.508244929
PRPSAP1,6.79E-14,0.023678572
ZNRF1,0.318270197,0.333499465
RPL28,0.375482072,0.429496416
ARPC5L,0.985533516,1
NFE2L2,0.996267155,0.995574245
TMEM55A,7.55E-06,0.582468059
PPAPDC2,0.201174283,0.184479582
USF2,0.836466167,0.856985399
FANCF,0.520957683,0.548980877
REEP2,0.7667748,0.858888167
PCDHGB7,0.830760355,0.812793382
SLC25A29,0.365911399,0.406757686
3-Sep,1,1
BNIP2,0.972813026,0.964294508
ARFGAP3,0.512011528,0.501669584
ALYREF,0.864816684,0.861684239
SLC17A5,0.28531787,0.478332394
UPF3A,0.664125524,0.777241751
SBK1,0.131662733,0.190903771
NRARP,0.854570835,0.850442933
MTSS1,0.279507056,0.250129403
UG0898H09,0.840437466,0.822999664
PTPLB,0.582992088,0.57984369
MEGF8,0.133784831,0.260702031
MRAS,0.302621344,0.586845575
NOP58,0.530913393,0.518064623
6-Sep,0.937979312,0.937459229
KDELR2,5.99E-05,0.004217715
NCS1,0.264138117,0.259229136
FBXW8,0.436085696,0.514025787
HSPA5,0.211782898,0.286220764
FAM53C,0.873649457,0.889507896
TXNDC11,0.692161691,0.694462776
CERS5,0.418195467,0.389065418
TYMS,0.955187218,0.954880721
C1orf27,0.927039086,0.926826076
RALGDS,0.854361464,0.865494288
ACADVL,0.350438385,0.334279441
SCARNA7,2.35E-06,0.003317798
PODXL2,0.016334087,0.065944527
ADSL,0.656075108,0.678459436
HIST1H3A,0.198498862,0.179171203
TPM3,0.307290844,0.382008755
DRG1,0.531497687,0.498684018
ZNF862,0.851239491,0.837603934
SNORA71D,0.467706126,0.43923017
ZNF77,0.078528662,0.086770311
NFE2L3,0.923939933,0.922223096
NXF1,0.85326606,0.857765561
PCSK5,0.714451425,0.72956293
RDH13,0.019755862,0.083433638
FH,0.688231049,0.699215102
OSGEP,0.643052069,0.637135672
LARP7,1,1
DCLK1,0.87913604,0.865671893
NHP2L1,0.586250316,0.562423104
SNORD116-20,0.71435403,0.817600568
TRAK1,1,1
P4HA1,0.604768758,0.571478037
SYF2,0.468936819,0.48207854
HSPB2,0.196508191,0.248705339
DNAJC25,0.662681036,0.656718868
NKD2,0.533965569,0.581688002
BIN1,0.869185855,0.843865232
LRIF1,0.593100415,0.586961378
SLC35F1,0.096642204,0.114963141
FRMD4B,0.659992826,0.735433741
RIOK2,0.820719618,0.80629194
LINC01000,0.398783835,0.358223345
KRR1,0.063055251,0.496089774
ZNF608,0.64239783,0.622240291
ZBTB10,0.491168281,0.576295773
RIMS4,0.40260288,0.761133515
UAP1,7.20E-08,0.004095089
GPRIN1,0.854750342,1
ZFAS1,0.289809982,0.280499681
RND2,0.616754624,0.611387606
SND1,0.902435829,0.90258885
RAB3B,0.590537793,0.59622817
OLFM1,0.679871624,0.68106555
KIF1A,0.189441104,0.192730989
DOC2B,0.556702608,0.60520502
HOMER2,0.329282203,0.329365269
MSI1,0.747253397,0.740366164
CYTH2,0.775230823,0.824854513
ADD2,1,1
RAMP1,0.942520438,0.962318925
NBPF8,0.251024511,0.284227719
RUNDC1,1,1
COL11A1,0.019282031,0.227789604
AMD1,0.650414562,0.582782385
LSM11,0.339596922,0.367105859
TXNL4B,0.609166671,0.587298127
MFSD1,0.997088259,0.995510282
KCTD17,0.867505687,0.861707784
HEATR3,0.752331747,0.754411423
DAD1,0.596800355,0.574278926
LRRC1,0.8466088,0.85414635
MAP4K4,0.997214398,1
PES1,0.867175524,0.863396955
ZNF232,0.714451425,0.670002159
DPY19L3,0.735251681,0.696989967
SOX4,0.404581065,0.336573545
ATG7,0.115977134,0.26810944
TMEM170B,0.926137803,0.92424366
ADAMTS2,1,1
KCNK15,0.906722342,0.899720581
MALSU1,0.841946678,0.819306172
APC2,0.793840119,0.825011213
RGAG4,0.604062917,0.578863723
DPYSL4,0.899157648,0.886298484
DLL3,0.542650675,0.592910792
TMEM200C,0.146704351,0.387530475
STX1A,0.828239953,0.848578757
CELF3,0.434479248,0.471057778
FOXH1,0.82533206,0.820432398
CNTFR,0.957368125,0.958118299
CRELD2,0.285930737,0.262392351
SCFD2,0.367723428,0.37587133
TAGLN3,0.80217328,0.805142087
NME1-NME2,0.437996886,0.389223604
COG1,0.140407556,0.285780232
RPL13AP20,0.361846429,0.37850735
RPL23AP53,0.906602643,0.894993137
LAP3,0.985622607,0.980394728
CDKN2D,0.965063091,1
NNT-AS1,0.026481291,0.170231439
TCEAL7,0.208156434,0.407417916
GIGYF1,0.54839523,0.551928603
SHFM1,0.748168686,0.735101211
LPAR3,0.53014193,0.578865119
FASN,0.944764046,0.945163462
SLC37A1,0.748009202,0.743971338
ILDR2,0.732156124,0.732344659
TMCO1,0.382735313,0.35463978
PHLDB1,0.378401155,0.365998079
AKR1C1,0.02284498,0.062917995
BCR,0.872167532,0.864929408
COPA,0.485570131,0.497482508
KIF5A,0.379724409,0.367495844
SAR1B,0.164271233,0.234064472
AP3B2,0.349380263,0.353747765
LUC7L3,0.978547491,0.983393301
TXNIP,0.931379914,0.923916832
PIBF1,0.087733456,0.127791909
OCA2,0.814463103,0.788306808
TPMT,0.515583058,0.527827128
TMEM44,0.909253289,0.896133126
AKAP8,0.872562237,0.814430673
SNHG16,0.557651789,0.549478134
CASK,0.279213792,0.274315239
CINP,0.243575244,0.265318812
ST6GAL1,0.716200018,0.719983896
PTRH2,0.94477551,0.952580353
JMJD6,0.001733257,0.115253953
PYGO1,0.704706085,0.758099613
ACO1,0.853276367,0.844912834
MN1,0.56974783,0.530367087
PLSCR1,0.252375062,0.313583039
DLD,0.30154254,0.252737883
LINC00869,0.031523013,0.229247861
RABL3,0.600500507,0.591579109
ZSWIM5,0.839584428,0.835668991
SMYD4,0.340806601,0.309508378
DERL2,1,0.995416528
MRPL30,0.645322389,0.62120772
RBM12B,0.848162085,0.842660862
EVL,0.810933667,0.825467831
NOC3L,0.002719999,0.619726585
PLA2G4B,0.232637394,0.217254714
RPL24,0.124537058,0.134300747
TUBE1,0.398399277,0.434946487
COPB1,0.540396534,0.551073817
5-Sep,0.329330337,0.500305904
PRRT2,0.736845491,0.725297135
ZNF207,0.737600668,0.745216258
GTF2IRD1,0.134109701,0.206974568
ZNF217,0.903336722,0.90064504
GINS1,0.910568181,0.911309944
WARS,0.25982114,0.247330277
LOC100288152,0.513057596,0.520361854
C19orf48,0.360428702,0.446934492
PACS2,0.031784854,0.046960924
TP53I11,0.75421051,0.76238457
SYT4,0.775653543,0.780607201
COL26A1,0.874561508,0.875522957
USP14,1,1
PEX11B,0.320705744,0.308343113
PGAM2,0.663104234,0.676398426
CSRP2,0.728956067,0.703813073
ZC3H7A,0.994073028,0.996328079
SALL2,0.014575743,0.095619706
HERC2P3,0.006705316,0.039144897
PNPT1,0.302214407,0.294309045
TMEM87A,0.40047639,0.425485983
MANF,0.701121636,0.696155934
WIZ,0.685909026,0.66659277
CNOT2,0.608632948,0.643507494
SNX18,4.25E-07,0.708039043
EAPP,0.210308588,0.306106278
GDAP1L1,0.030427472,0.126848374
HDAC3,0.480500287,0.532052753
OLFM2,0.571061333,0.554760239
CRIP2,0.226665244,0.250147304
PAPSS2,0.192201643,0.204905874
P2RX3,0.111131445,0.198525356
FBXL6,0.013673834,0.098463852
MAPK8IP2,0.07396765,0.102210913
NAT10,1,1
GPCPD1,1,1
GALNT14,0.13163704,0.143991207
PDZD4,0.75281024,0.640121164
TFG,0.262040397,0.427329787
NIFK,0.192077485,0.203021656
EIF4H,0.581331321,0.56182959
CCDC47,0.902980199,0.905915046
TSPYL4,0.777604447,0.757699494
SUCO,0.557033933,0.640740922
U2AF1,0.798224948,0.808980448
TRIAP1,0.789221557,0.777262839
TUSC3,0.612949601,0.593634192
LPPR1,0.65134482,0.609157302
WNT8B,0.019842557,0.093350195
TIMM23,0.626525686,0.669950014
ZCCHC14,0.793939572,0.789529886
ORC5,0.009975797,0.027546102
STMN4,0.556821631,0.516741355
TASP1,1,1
FAM114A2,0.509877671,0.489215315
SULF2,0.486451156,0.477659433
TATDN1,0.916946123,0.914941488
EIF2AK3,0.773731043,0.731295927
CBL,0.985533516,0.975138117
ATPIF1,0.238790513,0.315033908
ECD,0.80205032,0.796169164
GUSB,0.210465719,0.330801707
LINC00342,0.823424295,0.818827147
SLC35E1,0.746774508,0.755076259
GOLGA3,0.115363838,0.31524483
PARD3,0.451167249,0.413689505
GUCY1A3,0.313131685,0.2628106
NIPAL3,0.963901537,0.974546322
ATCAY,0.628299038,0.625174168
MMP11,1,1
ELN,0.086565228,0.190320935
POMT1,0.99209022,0.951577221
CAMTA2,0.820626359,0.812356967
EIF4E2,0.238904583,0.263784015
LINC00152,0.030844044,0.075930766
CASP2,0.419514838,0.436652422
GPR173,2.27E-05,0.010988613
RAB6B,1,1
UBC,0.963430677,0.963406598
TMOD2,0.848637007,0.848201272
AKR1A1,0.350276724,0.416529418
SCG3,0.745355476,0.707027388
MRPS35,0.237905785,0.196233039
ID4,0.704710024,0.689774643
SLC35B1,0.823125829,0.827928612
VPS26A,0.192337398,0.238840177
AATF,0.698824975,0.713588199
PNMAL2,0.49128115,0.51241829
FOXK2,0.307765985,0.389139057
IMPAD1,0.773731043,0.683969847
IPO11,0.308925211,0.433527384
EDA2R,0.058324175,0.123628264
COPS3,0.237416299,0.238553485
NCK1,0.493543004,0.53761808
GDI1,0.644677567,0.650797483
RFC2,0.764120225,0.72270164
UXT,0.464956691,0.498083966
PCDH1,0.891229146,0.884281845
EPS15,0.038552662,0.093380263
KLF7,0.0021387,0.003305837
YIF1A,0.476265967,0.452739463
FGGY,0.655367599,0.614867152
RAC3,0.068040782,0.17737457
FAF2,0.435894846,0.444472426
LRRC42,0.906722342,0.891562796
ZCCHC4,0.29079258,0.282431931
CLASP2,0.789735547,0.78830479
EIF4A1,0.204608691,0.212114297
PLXNA1,0.919144967,0.917632403
COL12A1,0.253248351,0.174459755
YIPF5,1,1
PKIB,0.201033293,0.235750533
ACTL6B,0.528996202,0.476658378
ANAPC5,0.19917243,0.246900067
WBSCR22,0.283461392,0.384086482
AKAP8L,0.980917423,0.98110598
C1QL4,0.13163704,0.17362373
COG6,0.000350098,0.002173882
RBM5-AS1,0.690904091,0.674532026
PGM2,0.017988035,0.043492753
DYNLRB1,0.502392643,0.456520408
EXOSC6,0.644115138,0.633976961
LOC728554,0.906432664,0.903981372
TSKU,0.575547857,0.531444999
DPYSL2,9.77E-160,0.002064599
IMPACT,0.425456555,0.402676747
STT3A,0.766143723,0.801124053
RPLP0,0.84259234,0.836538106
RAB15,0.195589864,0.186810668
CLTC,0.888846441,0.881916419
RWDD2B,0.64382599,0.613673799
MARCKS,0.669839758,0.642619584
TSR1,0.831963922,0.818946269
WDR20,0.287997654,0.403105137
USP42,0.006159759,0.201354509
NACAD,0.998284542,0.994962253
FBXL19,0.944882112,0.944995696
SF3B4,0.632142822,0.625010412
UBTD2,0.137278761,0.326017964
C1QTNF4,0.490698614,0.499203351
PTBP3,0.446631805,0.500338557
SLU7,1,1
GRIK5,0.989259612,0.989057733
DLG4,0.159895572,0.158061538
RENBP,0.606269142,0.586266813
PELI1,0.594787067,0.573049872
ZW10,0.500099829,0.612314953
CDK5RAP1,0.654579424,0.625096751
AQR,0.151457915,0.157700093
HEBP1,0.594919109,0.519048917
CEP68,1,1
ZNF697,0.339562172,0.387280363
SIK3,0.449976123,0.435378695
FAM219A,0.826663715,0.82952142
SRPR,0.439991643,0.42812697
MCEE,0.797659655,0.793508949
STOX2,0.010055205,0.054377823
EMC7,1,1
ADAM11,0.825587269,0.807365636
ELAVL3,0.018880988,0.035669519
PDHX,0.21608826,0.262663326
GSPT1,0.965143891,0.964376684
GALNT9,0.820618209,0.834637284
STMN1,0.519419959,0.48234727
MUSTN1,0.959250581,0.944756052
C17orf70,1,1
NDUFS1,0.816295347,0.808815062
HSDL2,0.643661317,0.613763214
SAMD11,0.128637384,0.150569241
PLEKHG5,0.607382636,0.566751671
ALG8,0.629449524,0.624970832
LGALS3,0.528014404,0.588172967
SNAPC3,0.968254867,0.963539452
SDSL,0.109480254,0.119554252
MTSS1L,0.423072186,0.390038484
VPS37D,0.278342131,0.378876424
DNTTIP2,0.510122794,0.528215236
LPIN1,1,1
CALCOCO2,0.317353146,0.347945032
GALNT1,0.408289389,0.393364034
RCOR2,0.791648086,0.759722154
IRF2BP1,0.450800459,0.483753466
XPNPEP3,0.603364231,0.576492327
H1FX,0.587306779,0.573961579
ELF3,0.170417292,0.277099765
TVP23B,0.945637788,0.945279751
HSP90B1,0.207522964,0.340252232
SRSF5,0.064987572,0.074407715
FMNL3,0.946584018,0.947277183
DPYSL3,0.383007025,0.453844151
ST3GAL1,0.488615798,0.49467642
EIF2S1,0.128420084,0.226687119
AHCTF1,0.797042429,0.77899012
TLE1,0.425661305,0.457380797
GRPEL1,0.817477875,0.831258193
